FRAME;AVG INACCURACY;LM X;LM Y;LM Z;LM X;LM Y;LM Z;LM X;LM Y;LM Z;LM X;LM Y;LM Z;LM X;LM Y;LM Z;LM X;LM Y;LM Z;LM X;LM Y;LM Z;LM X;LM Y;LM Z;
1297;0.919341;272.894000;69.071400;145.217703;257.350000;62.053800;146.258324;240.692000;67.930200;149.883786;234.492000;84.578400;154.092159;241.788000;100.182200;155.991728;257.344000;107.145600;154.846793;274.014000;101.262000;151.026000;280.230000;85.173000;147.055409;
1298;0.923933;272.834000;68.394800;145.032149;257.276000;61.372400;146.036491;240.496000;67.143400;149.658807;234.254000;83.916200;153.973522;241.704000;99.533200;155.944306;257.274000;106.499400;154.833950;274.068000;100.725200;150.971589;280.328000;84.526600;146.904116;
1299;0.860485;272.824000;69.248600;145.298100;257.314000;62.139400;146.302798;240.514000;67.920800;149.897730;234.434000;84.716800;154.125752;241.794000;100.283800;156.006255;257.310000;107.335800;154.864787;274.128000;101.546600;151.023344;280.224000;85.320800;147.091823;
1300;0.943968;272.824000;68.599200;145.106269;257.304000;61.546800;146.102746;240.534000;67.318400;149.719431;234.384000;84.082600;154.012064;241.766000;99.661800;155.958694;257.300000;106.659400;154.842661;274.084000;100.880600;150.986218;280.254000;84.695200;146.967571;
1301;0.906808;272.882000;69.176600;145.266682;257.394000;62.096200;146.281559;240.628000;67.865000;149.881668;234.560000;84.623400;154.111932;241.894000;100.171400;155.994133;257.392000;107.194000;154.848536;274.172000;101.420200;151.004083;280.262000;85.232600;147.067218;
1302;0.899347;272.954000;68.611000;145.077625;257.382000;61.574000;146.103689;240.644000;67.413400;149.747159;234.440000;84.144800;154.025531;241.796000;99.775000;155.967107;257.378000;106.757800;154.833997;274.132000;100.910800;150.975076;280.352000;84.758600;146.949639;
1303;0.933162;272.790000;69.209200;145.303686;257.258000;62.115000;146.313857;240.458000;67.908200;149.906539;234.350000;84.701800;154.130296;241.712000;100.292000;156.014754;257.254000;107.328400;154.874538;274.068000;101.529400;151.039818;280.196000;85.305800;147.102525;
1304;0.923872;272.818000;68.488800;145.081650;257.254000;61.361400;146.055079;240.408000;67.173800;149.690437;234.282000;84.013200;154.006295;241.676000;99.636200;155.964873;257.252000;106.706600;154.853642;274.112000;100.888400;150.981095;280.260000;84.642400;146.959692;
1305;0.943408;272.802000;69.149200;145.291839;257.266000;62.021000;146.288720;240.408000;67.793200;149.882088;234.326000;84.645600;154.127524;241.716000;100.241400;156.017908;257.262000;107.310600;154.880717;274.134000;101.531200;151.031269;280.238000;85.266400;147.091332;
1306;0.978899;272.862000;68.491600;145.082046;257.278000;61.431000;146.085595;240.478000;67.243200;149.716658;234.260000;84.039200;154.018798;241.678000;99.681800;155.977096;257.274000;106.687400;154.859446;274.090000;100.869000;150.997018;280.326000;84.637600;146.950122;
1307;0.968133;272.986000;69.158000;145.255338;257.436000;62.051800;146.280029;240.604000;67.840600;149.893349;234.484000;84.666800;154.136111;241.876000;100.274600;156.019141;257.432000;107.324200;154.864353;274.280000;101.527200;151.003114;280.422000;85.266800;147.044984;
1308;0.959685;272.952000;68.462600;145.055691;257.330000;61.328200;146.045351;240.522000;67.246200;149.718925;234.350000;84.048000;154.024134;241.692000;99.728000;155.986218;257.326000;106.808000;154.864532;274.150000;100.883400;150.991487;280.338000;84.644600;146.956524;
1309;0.948896;272.886000;69.247000;145.314622;257.330000;62.072200;146.308419;240.524000;67.962600;149.938086;234.498000;84.764000;154.159689;241.762000;100.379200;156.040926;257.326000;107.495600;154.895363;274.150000;101.598800;151.051908;280.198000;85.399000;147.148037;
1310;0.985770;272.982000;68.557200;145.081928;257.368000;61.457000;146.089216;240.548000;67.318000;149.744299;234.330000;84.132200;154.045944;241.738000;99.804200;155.997690;257.364000;106.849200;154.868544;274.200000;100.982400;150.994141;280.436000;84.726800;146.948161;
1311;0.913786;272.996000;69.174400;145.269172;257.440000;62.041400;146.285222;240.648000;67.904200;149.920402;234.580000;84.690600;154.152604;241.870000;100.305600;156.037573;257.436000;107.382200;154.883489;274.244000;101.512600;151.029060;280.332000;85.310000;147.096570;
1312;0.961345;272.856000;68.628600;145.145714;257.374000;61.564600;146.133458;240.616000;67.322600;149.749396;234.472000;84.073400;154.041411;241.874000;99.615400;155.982204;257.370000;106.623800;154.866734;274.142000;100.860200;151.008643;280.306000;84.678000;146.988523;
1313;0.917590;273.026000;69.105400;145.247617;257.508000;61.973200;146.257066;240.758000;67.841200;149.902397;234.714000;84.584200;154.138221;241.974000;100.162000;156.026760;257.504000;107.236400;154.874795;274.268000;101.361800;151.018758;280.334000;85.193800;147.081817;
1314;0.982806;272.956000;68.537000;145.098882;257.418000;61.455600;146.095376;240.650000;67.275200;149.740602;234.474000;84.037000;154.042085;241.864000;99.634000;155.992551;257.414000;106.658200;154.870358;274.200000;100.835200;151.000301;280.392000;84.619800;146.958944;
1315;0.973026;272.982000;69.201200;145.296390;257.458000;62.044000;146.298066;240.660000;67.893400;149.931420;234.610000;84.685000;154.166749;241.920000;100.267400;156.047766;257.454000;107.366200;154.896554;274.266000;101.510600;151.039502;280.336000;85.278800;147.105381;
1316;1.030339;272.786000;68.619800;145.177110;257.326000;61.497800;146.132882;240.576000;67.295600;149.758932;234.498000;84.040800;154.051995;241.850000;99.558600;155.995820;257.322000;106.621000;154.891243;274.088000;100.820000;151.036492;280.188000;84.641600;147.034574;
1317;0.943762;272.904000;69.226000;145.327556;257.426000;62.106200;146.328470;240.662000;67.904800;149.939282;234.606000;84.663400;154.167768;241.934000;100.200400;156.046210;257.422000;107.259600;154.901336;274.200000;101.455600;151.055868;280.276000;85.272200;147.125518;
1318;0.945839;272.920000;68.557000;145.123826;257.400000;61.472000;146.115163;240.660000;67.306000;149.762966;234.520000;84.038400;154.056489;241.864000;99.617200;156.004682;257.396000;106.646600;154.884362;274.150000;100.807000;151.020849;280.310000;84.637400;146.996706;
1319;0.907168;272.954000;69.224800;145.318876;257.422000;62.108800;146.336184;240.660000;67.964800;149.964589;234.578000;84.717400;154.185114;241.874000;100.309000;156.064970;257.418000;107.366000;154.911684;274.192000;101.505600;151.066640;280.296000;85.326000;147.133954;
1320;0.956215;273.026000;68.555400;145.098610;257.460000;61.434600;146.097015;240.658000;67.290200;149.763761;234.508000;84.084000;154.070734;241.878000;99.710400;156.017006;257.456000;106.773800;154.884653;274.270000;100.914600;151.000894;280.440000;84.682200;146.967478;
1321;1.008315;273.106000;69.122200;145.249188;257.496000;61.944000;146.269584;240.654000;67.851200;149.934101;234.568000;84.688600;154.183484;241.874000;100.357600;156.072289;257.492000;107.476600;154.907297;274.352000;101.563800;151.030515;280.456000;85.272200;147.075185;
1322;0.943765;273.062000;68.414600;145.050802;257.396000;61.207400;146.032364;240.506000;67.157600;149.736083;234.382000;84.043600;154.069927;241.714000;99.769600;156.036656;257.392000;106.920800;154.906248;274.300000;100.964600;151.002274;280.440000;84.657600;146.967877;
1323;0.968460;273.042000;69.115000;145.270374;257.400000;61.874000;146.266972;240.446000;67.766400;149.924534;234.378000;84.714200;154.195894;241.746000;100.417000;156.090386;257.396000;107.597000;154.932685;274.366000;101.699200;151.043142;280.458000;85.337400;147.092809;
1324;0.931347;273.106000;68.500800;145.068550;257.432000;61.288800;146.058813;240.470000;67.178000;149.747382;234.310000;84.134800;154.090791;241.744000;99.865600;156.046552;257.426000;107.024200;154.908190;274.406000;101.126400;150.989686;280.582000;84.719200;146.937554;
1325;0.959389;272.974000;69.025000;145.266510;257.294000;61.739000;146.241626;240.318000;67.692600;149.913079;234.240000;84.663400;154.192691;241.602000;100.402000;156.102472;257.290000;107.628800;154.956091;274.284000;101.669600;151.068793;280.380000;85.252800;147.106947;
1326;0.947941;273.138000;68.384200;145.032476;257.318000;61.080400;146.011256;240.234000;67.085600;149.737790;234.058000;84.165400;154.106286;241.486000;100.044200;156.084287;257.316000;107.291000;154.945295;274.416000;101.281800;151.009124;280.612000;84.780200;146.949032;
1327;0.939856;273.122000;69.123600;145.263709;257.322000;61.816800;146.271580;240.194000;67.760800;149.946454;234.088000;84.881400;154.241145;241.508000;100.741400;156.142941;257.318000;107.988600;154.972850;274.462000;102.037600;151.056911;280.588000;85.490400;147.093624;
1328;0.939856;273.122000;69.123600;145.266880;257.322000;61.816800;146.274675;240.194000;67.760800;149.949706;234.088000;84.881400;154.244690;241.508000;100.741400;156.146715;257.318000;107.988600;154.976701;274.462000;102.037600;151.060632;280.588000;85.490400;147.097054;
1329;0.939856;273.122000;69.123600;145.267005;257.322000;61.816800;146.274551;240.194000;67.760800;149.950165;234.088000;84.881400;154.246226;241.508000;100.741400;156.149067;257.318000;107.988600;154.979303;274.462000;102.037600;151.062724;280.588000;85.490400;147.098097;
1330;0.917665;273.226000;68.416200;145.025398;257.382000;61.118400;146.020818;240.256000;67.105000;149.750652;234.054000;84.222200;154.127584;241.520000;100.126800;156.102240;257.376000;107.368600;154.952423;274.518000;101.375400;151.001010;280.734000;84.808800;146.924913;
1331;0.914712;273.088000;69.062200;145.262245;257.284000;61.670800;146.233521;240.094000;67.642400;149.923578;233.998000;84.825200;154.242797;241.466000;100.687800;156.154838;257.278000;108.020600;154.994881;274.486000;102.041000;151.064195;280.600000;85.399000;147.083076;
1332;0.907482;273.232000;68.459200;145.046007;257.346000;61.057400;146.013534;240.166000;67.128800;149.771162;234.040000;84.303000;154.153188;241.450000;100.246400;156.126866;257.342000;107.590600;154.977294;274.540000;101.512200;151.016667;280.684000;84.914400;146.971131;
1333;0.921237;273.134000;68.935200;145.217968;257.250000;61.541000;146.199933;240.036000;67.568600;149.910945;233.926000;84.775400;154.241971;241.356000;100.718400;156.171541;257.246000;108.053600;155.009800;274.478000;102.018600;151.073110;280.608000;85.369200;147.082443;
1334;0.910335;273.234000;68.144600;144.954099;257.280000;60.655400;145.885654;239.938000;66.716200;149.659305;233.800000;84.057000;154.114370;241.318000;100.066400;156.126431;257.278000;107.504200;154.992432;274.640000;101.431200;150.991531;280.792000;84.645600;146.891658;
1335;0.906883;273.044000;68.791800;145.207198;257.186000;61.368800;146.157487;239.892000;67.318000;149.849165;233.794000;84.607400;154.221085;241.316000;100.525400;156.169023;257.182000;107.889200;155.025423;274.496000;101.930400;151.072764;280.612000;85.210600;147.060849;
1336;0.917123;273.230000;68.137800;144.962766;257.314000;60.621600;145.877743;240.000000;66.704800;149.663625;233.884000;84.015000;154.117583;241.388000;99.988000;156.128015;257.310000;107.450200;154.997147;274.644000;101.358600;150.995730;280.774000;84.606000;146.899885;
1337;0.998798;273.380000;68.625200;145.076909;257.372000;61.188600;146.075546;240.056000;67.277600;149.841938;233.882000;84.589800;154.229470;241.354000;100.656600;156.189450;257.368000;108.034600;155.013887;274.704000;101.938600;151.028997;280.898000;85.220200;146.983379;
1338;0.962794;273.368000;68.132400;144.935455;257.372000;60.574400;145.862837;240.004000;66.723000;149.680114;233.876000;84.086600;154.141948;241.364000;100.141200;156.153125;257.370000;107.643000;155.006599;274.756000;101.486800;150.987411;280.902000;84.675200;146.884567;
1339;0.952150;273.264000;68.702600;145.147041;257.290000;61.248800;146.124293;239.930000;67.277800;149.860618;233.782000;84.633800;154.250896;241.306000;100.666200;156.206063;257.286000;108.062400;155.041415;274.666000;102.025200;151.060602;280.834000;85.227200;147.020246;
1340;0.945261;273.384000;68.162600;144.955132;257.374000;60.629000;145.896263;240.004000;66.770600;149.708231;233.864000;84.133800;154.163906;241.348000;100.205000;156.172512;257.370000;107.681200;155.021825;274.756000;101.534800;151.005716;280.912000;84.722000;146.905352;
1341;0.926199;273.230000;68.790400;145.193355;257.280000;61.391600;146.186344;240.000000;67.423200;149.911965;233.850000;84.698800;154.273102;241.318000;100.708800;156.219703;257.276000;108.047400;155.053658;274.574000;102.009200;151.095562;280.746000;85.317200;147.076356;
1342;0.926199;273.230000;68.790400;145.199032;257.280000;61.391600;146.192365;240.000000;67.423200;149.917647;233.850000;84.698800;154.277937;241.318000;100.708800;156.223801;257.276000;108.047400;155.057429;274.574000;102.009200;151.099620;280.746000;85.317200;147.081220;
1343;0.926199;273.230000;68.790400;145.197772;257.280000;61.391600;146.191088;240.000000;67.423200;149.916787;233.850000;84.698800;154.277663;241.318000;100.708800;156.223894;257.276000;108.047400;155.057544;274.574000;102.009200;151.099356;280.746000;85.317200;147.080376;
1344;0.934670;273.346000;68.282200;145.015524;257.392000;60.801000;145.968592;240.080000;66.889000;149.755444;233.926000;84.195800;154.189273;241.424000;100.209800;156.182678;257.388000;107.633200;155.030418;274.720000;101.539200;151.028535;280.890000;84.780000;146.936286;
1345;0.938871;273.278000;68.727800;145.176155;257.310000;61.317200;146.170522;239.982000;67.325000;149.898277;233.792000;84.651400;154.279835;241.336000;100.674800;156.231273;257.308000;108.027800;155.062976;274.656000;102.012000;151.088246;280.866000;85.244800;147.038902;
1346;0.945873;273.304000;68.230200;145.024041;257.316000;60.781400;145.986324;240.040000;66.909000;149.776102;233.862000;84.177600;154.199768;241.316000;100.224800;156.204215;257.312000;107.615800;155.057056;274.604000;101.482200;151.071031;280.798000;84.770400;146.978382;
1347;0.979749;273.266000;68.888800;145.243680;257.324000;61.502000;146.247990;240.048000;67.511000;149.966793;233.878000;84.783800;154.319801;241.374000;100.782600;156.254790;257.322000;108.109200;155.081059;274.620000;102.092800;151.121362;280.810000;85.387400;147.100242;
1348;0.933210;273.222000;68.230800;145.058317;257.288000;60.789000;146.004972;240.052000;66.897600;149.783329;233.896000;84.126400;154.201521;241.338000;100.120600;156.206203;257.284000;107.506000;155.069405;274.536000;101.391000;151.094571;280.706000;84.699400;147.006139;
1349;0.887016;273.214000;68.897000;145.268815;257.278000;61.561200;146.284785;240.006000;67.523000;149.980743;233.776000;84.789200;154.329587;241.330000;100.784200;156.266006;257.274000;108.060400;155.095717;274.566000;102.091600;151.144812;280.814000;85.382800;147.106818;
1350;0.933907;273.246000;68.302800;145.084638;257.288000;60.828600;146.029977;239.936000;66.877400;149.793215;233.806000;84.223000;154.231666;241.314000;100.242600;156.229591;257.284000;107.658800;155.086786;274.652000;101.602800;151.091012;280.802000;84.842400;147.013900;
1351;0.932756;273.152000;69.023200;145.332571;257.262000;61.678800;146.337662;240.052000;67.665800;150.032032;233.906000;84.869000;154.354797;241.360000;100.817800;156.278059;257.258000;108.101800;155.110055;274.486000;102.108200;151.177268;280.654000;85.462600;147.181775;
1352;0.925472;272.826000;68.501800;145.270103;256.868000;61.073200;146.194600;239.634000;67.188200;149.911874;233.480000;84.418200;154.279711;240.900000;100.434400;156.277484;256.864000;107.804200;155.167984;274.118000;101.684000;151.253132;280.290000;85.030000;147.224198;
1353;0.900690;272.712000;69.290400;145.543005;256.904000;61.865800;146.471095;239.630000;67.786200;150.096157;233.630000;85.054400;154.399472;241.086000;100.923200;156.310328;256.902000;108.284400;155.180614;274.194000;102.356600;151.284993;280.218000;85.687600;147.373356;
1354;0.879863;273.418000;68.896400;145.236328;257.560000;61.457200;146.226187;240.232000;67.391200;149.955650;234.150000;84.712000;154.340231;241.690000;100.628200;156.260904;257.556000;108.010600;155.075816;274.900000;102.068800;151.076498;281.006000;85.328800;147.058243;
1355;0.925472;274.482000;69.867200;145.239506;258.606000;62.692400;146.488394;241.518000;68.620000;150.269378;235.232000;85.700200;154.517953;242.718000;101.632200;156.288752;258.602000;108.755600;154.940873;275.704000;102.819400;150.914663;282.014000;86.327400;146.922298;
1356;0.966542;274.788000;69.672000;145.099478;258.976000;62.267000;146.282326;241.820000;68.294000;150.161168;235.758000;85.440400;154.470240;243.150000;101.310800;156.243471;258.970000;108.661800;154.882844;276.142000;102.628200;150.782902;282.226000;86.049400;146.805377;
1357;0.890419;275.200000;70.335200;145.183906;259.318000;63.002000;146.480730;242.204000;69.069400;150.373764;236.008000;86.175800;154.601549;243.420000;102.114000;156.291066;259.312000;109.396800;154.851871;276.442000;103.320800;150.750429;282.658000;86.779600;146.800126;
1358;0.907106;274.220000;70.403400;145.485924;258.406000;63.081200;146.669986;241.324000;69.099600;150.435402;235.250000;86.173400;154.616101;242.580000;102.047600;156.341547;258.402000;109.313400;155.002594;275.500000;103.287600;151.017175;281.598000;86.808000;147.159601;
1359;0.907106;274.220000;70.403400;145.488334;258.406000;63.081200;146.672013;241.324000;69.099600;150.437682;235.250000;86.173400;154.619140;242.580000;102.047600;156.345301;258.402000;109.313400;155.006722;275.500000;103.287600;151.021110;281.598000;86.808000;147.162807;
1360;0.907106;274.220000;70.403400;145.494566;258.406000;63.081200;146.678283;241.324000;69.099600;150.443901;235.250000;86.173400;154.625244;242.580000;102.047600;156.351312;258.402000;109.313400;155.012702;275.500000;103.287600;151.027141;281.598000;86.808000;147.168942;
1361;0.907106;274.220000;70.403400;145.495835;258.406000;63.081200;146.679398;241.324000;69.099600;150.445283;235.250000;86.173400;154.627155;242.580000;102.047600;156.353649;258.402000;109.313400;155.015193;275.500000;103.287600;151.029404;281.598000;86.808000;147.170688;
1362;0.935856;274.036000;69.590600;145.309018;258.240000;62.281000;146.435377;241.126000;68.242800;150.205441;235.018000;85.347200;154.486578;242.426000;101.202800;156.303430;258.234000;108.457600;155.021350;275.362000;102.488800;151.016157;281.492000;85.948200;147.051581;
1363;0.870549;274.004000;70.288000;145.527321;258.208000;63.005400;146.692571;241.130000;68.968200;150.423033;235.018000;86.039200;154.613137;242.402000;101.892800;156.360129;258.204000;109.119000;155.048857;275.298000;103.149200;151.082561;281.432000;86.635800;147.199373;
1364;0.909853;273.666000;69.432000;145.366672;257.816000;62.154600;146.465322;240.648000;68.076600;150.182690;234.486000;85.236600;154.475126;241.956000;101.143800;156.329560;257.812000;108.363600;155.089417;274.996000;102.435600;151.116984;281.182000;85.833600;147.134089;
1365;0.901656;273.206000;69.810000;145.606300;257.336000;62.545400;146.679564;240.224000;68.532000;150.338682;234.060000;85.637000;154.550278;241.456000;101.566400;156.389476;257.332000;108.771000;155.178028;274.460000;102.778800;151.288665;280.646000;86.233800;147.381284;
1366;0.959375;272.842000;69.161000;145.514049;257.012000;61.874600;146.502408;239.882000;67.827600;150.146237;233.726000;84.950600;154.430822;241.168000;100.842200;156.351986;257.008000;108.065800;155.209371;274.154000;102.107800;151.327283;280.336000;85.560400;147.359222;
1367;0.845453;272.756000;69.588600;145.665986;256.836000;62.220800;146.650783;239.548000;68.184200;150.266920;233.470000;85.463800;154.524789;240.906000;101.445800;156.412793;256.832000;108.751200;155.259273;274.136000;102.780000;151.382008;280.238000;86.086600;147.488973;
1368;0.918673;272.750000;69.043400;145.505577;256.854000;61.675400;146.459712;239.622000;67.670600;150.111774;233.500000;84.896200;154.424155;240.948000;100.851600;156.367085;256.852000;108.157800;155.240006;274.102000;102.156800;151.348679;280.244000;85.506400;147.381268;
1369;0.917922;272.648000;69.637200;145.713928;256.808000;62.277800;146.679250;239.566000;68.199800;150.275411;233.532000;85.433800;154.524695;240.958000;101.335600;156.407806;256.804000;108.630400;155.265905;274.062000;102.703200;151.402209;280.122000;86.062600;147.526207;
1370;0.989812;272.934000;69.042800;145.460731;257.088000;61.662200;146.422400;239.848000;67.609000;150.088978;233.756000;84.844400;154.420887;241.230000;100.749200;156.352576;257.084000;108.068800;155.209573;274.344000;102.115400;151.287716;280.458000;85.451200;147.308892;
1371;0.884510;273.120000;69.577400;145.572832;257.146000;62.243400;146.617196;239.870000;68.239400;150.279451;233.704000;85.506400;154.543398;241.162000;101.540200;156.420279;257.142000;108.812400;155.227430;274.432000;102.811200;151.316767;280.624000;86.112600;147.381490;
1372;0.971089;273.258000;69.104800;145.391656;257.358000;61.660800;146.378139;240.060000;67.669800;150.098871;233.966000;84.962000;154.443534;241.446000;100.922400;156.357799;257.352000;108.306200;155.178975;274.670000;102.289600;151.214191;280.786000;85.560400;147.225643;
1373;0.871846;273.432000;69.739800;145.538872;257.410000;62.385200;146.625871;240.084000;68.400600;150.320969;233.878000;85.718600;154.584447;241.378000;101.801400;156.433202;257.404000;109.096400;155.199901;274.746000;103.072800;151.253796;280.976000;86.334400;147.312827;
1374;0.841447;273.488000;69.105000;145.332834;257.454000;61.672800;146.370687;240.048000;67.695400;150.111527;233.862000;85.094600;154.473080;241.404000;101.190200;156.386528;257.450000;108.562800;155.177782;274.876000;102.531200;151.180913;281.076000;85.678600;147.159317;
1375;0.839349;273.496000;69.657200;145.495824;257.468000;62.217000;146.557601;240.036000;68.217800;150.268625;233.876000;85.642400;154.571756;241.428000;101.732000;156.426501;257.464000;109.112200;155.191620;274.912000;103.103200;151.210488;281.092000;86.244600;147.258236;
1376;0.898745;273.584000;69.181600;145.329465;257.572000;61.711200;146.364702;240.116000;67.698800;150.109793;233.978000;85.147600;154.483427;241.548000;101.218800;156.382790;257.568000;108.631000;155.162961;275.042000;102.632600;151.143602;281.198000;85.745800;147.132689;
1377;0.829485;273.784000;69.602400;145.400135;257.684000;62.168200;146.504719;240.232000;68.214600;150.258876;234.034000;85.658200;154.574795;241.576000;101.818000;156.426839;257.680000;109.194400;155.162468;275.146000;103.140800;151.150729;281.370000;86.278000;147.175484;
1378;0.861358;273.430000;69.265600;145.392549;257.232000;61.788800;146.442348;239.638000;67.833600;150.166171;233.374000;85.419200;154.529346;241.024000;101.679000;156.440605;257.226000;109.094400;155.226121;274.836000;103.041400;151.225284;281.120000;86.020400;147.205291;
1379;0.861358;273.430000;69.265600;145.389827;257.232000;61.788800;146.440103;239.638000;67.833600;150.164202;233.374000;85.419200;154.527232;241.024000;101.679000;156.438088;257.226000;109.094400;155.223155;274.836000;103.041400;151.222018;281.120000;86.020400;147.202137;
1380;0.861358;273.430000;69.265600;145.387030;257.232000;61.788800;146.437795;239.638000;67.833600;150.162180;233.374000;85.419200;154.525059;241.024000;101.679000;156.435502;257.226000;109.094400;155.220106;274.836000;103.041400;151.218663;281.120000;86.020400;147.198896;
1381;0.861358;273.430000;69.265600;145.387997;257.232000;61.788800;146.438041;239.638000;67.833600;150.162751;233.374000;85.419200;154.526883;241.024000;101.679000;156.438558;257.226000;109.094400;155.223856;274.836000;103.041400;151.222182;281.120000;86.020400;147.201225;
1382;0.930372;273.584000;68.686400;145.170060;257.446000;61.125000;146.168852;239.908000;67.245600;149.973118;233.744000;84.778800;154.411049;241.300000;100.976600;156.372574;257.442000;108.478800;155.174355;275.000000;102.350200;151.130314;281.186000;85.382000;147.061387;
1383;0.868122;273.434000;69.201000;145.367375;257.248000;61.752600;146.421956;239.718000;67.821800;150.155513;233.434000;85.342600;154.513898;241.050000;101.590400;156.432801;257.242000;108.977000;155.221065;274.790000;102.901200;151.227778;281.094000;85.930000;147.194318;
1384;0.898458;273.662000;68.466000;145.081073;257.436000;60.845000;146.069908;239.834000;67.050800;149.916467;233.674000;84.646800;154.388301;241.202000;100.933600;156.376902;257.432000;108.495000;155.180063;275.054000;102.282400;151.113825;281.236000;85.269200;147.025627;
1385;0.931123;273.580000;69.178200;145.318162;257.338000;61.639600;146.364587;239.730000;67.771000;150.137465;233.500000;85.372600;154.519141;241.090000;101.674400;156.438423;257.334000;109.151800;155.213799;274.962000;103.013000;151.189803;281.214000;85.969200;147.162307;
1386;0.912912;273.546000;68.442400;145.102977;257.356000;60.755400;146.047225;239.678000;66.913200;149.877630;233.584000;84.589000;154.377000;241.158000;100.837200;156.372438;257.352000;108.467400;155.193234;275.050000;102.299800;151.117306;281.164000;85.207200;147.036143;
1387;0.921379;273.646000;69.044200;145.260306;257.464000;61.500200;146.295329;239.834000;67.554800;150.068871;233.652000;85.179200;154.487661;241.274000;101.420800;156.415644;257.460000;108.905200;155.193443;275.108000;102.841800;151.143024;281.310000;85.801200;147.102825;
1388;0.924718;273.734000;68.550200;145.085747;257.556000;60.971400;146.092760;239.986000;67.120800;149.930819;233.808000;84.684400;154.398726;241.366000;100.922000;156.375157;257.552000;108.441400;155.168550;275.140000;102.285200;151.097337;281.340000;85.309600;147.002266;
1389;0.949978;273.760000;69.077400;145.240064;257.628000;61.550800;146.286106;240.040000;67.583400;150.069371;233.860000;85.164400;154.487874;241.484000;101.358000;156.406064;257.624000;108.825200;155.172860;275.228000;102.783200;151.112382;281.430000;85.777000;147.063237;
1390;0.893723;273.768000;68.561800;145.079111;257.622000;60.956400;146.074212;240.006000;67.053000;149.907067;233.846000;84.664000;154.395272;241.468000;100.867800;156.368530;257.618000;108.419000;155.161882;275.252000;102.312600;151.072568;281.428000;85.259400;146.965863;
1391;0.920990;273.674000;69.156200;145.285532;257.582000;61.573800;146.298614;240.034000;67.662600;150.091441;233.934000;85.202000;154.494299;241.478000;101.354600;156.407467;257.576000;108.877400;155.184029;275.140000;102.779600;151.137859;281.262000;85.798200;147.121279;
1392;0.890819;273.864000;68.522600;145.037136;257.722000;61.001000;146.069999;240.186000;67.093000;149.909047;233.964000;84.622200;154.386655;241.568000;100.823200;156.360917;257.720000;108.288400;155.143341;275.270000;102.188600;151.058966;281.514000;85.239000;146.932555;
1393;0.929651;273.428000;69.112400;145.337700;257.346000;61.535200;146.321170;239.744000;67.554000;150.068745;233.630000;85.149200;154.484414;241.254000;101.291400;156.413920;257.342000;108.807800;155.218307;274.960000;102.781200;151.187201;281.094000;85.755400;147.166356;
1394;0.890129;273.524000;68.509200;145.124659;257.398000;60.862800;146.070948;239.836000;67.033400;149.903788;233.746000;84.590800;154.380623;241.264000;100.775400;156.372396;257.396000;108.366000;155.196296;274.976000;102.186000;151.139291;281.086000;85.204000;147.063195;
1395;0.927856;273.832000;69.351800;145.293778;257.758000;61.827800;146.351137;240.202000;67.837400;150.131120;234.066000;85.382600;154.524480;241.670000;101.519400;156.410859;257.752000;108.984400;155.161140;275.320000;102.968000;151.100888;281.478000;85.972800;147.079515;
1396;0.927856;273.832000;69.351800;145.293437;257.758000;61.827800;146.350851;240.202000;67.837400;150.131423;234.066000;85.382600;154.525531;241.670000;101.519400;156.412323;257.752000;108.984400;155.162566;275.320000;102.968000;151.101772;281.478000;85.972800;147.079649;
1397;0.927856;273.832000;69.351800;145.289359;257.758000;61.827800;146.345748;240.202000;67.837400;150.126981;234.066000;85.382600;154.523141;241.670000;101.519400;156.411833;257.752000;108.984400;155.163060;275.320000;102.968000;151.101749;281.478000;85.972800;147.077668;
1398;0.904907;273.704000;68.836000;145.167825;257.632000;61.370000;146.204547;240.138000;67.376400;149.989613;233.924000;84.866200;154.430122;241.550000;100.993200;156.378953;257.628000;108.407000;155.166895;275.136000;102.389800;151.113210;281.368000;85.445200;147.015272;
1399;0.875215;273.646000;69.370000;145.344867;257.498000;61.912000;146.415018;240.054000;68.039800;150.192607;233.840000;85.476400;154.541136;241.336000;101.685800;156.444551;257.492000;109.083600;155.210987;274.952000;102.949000;151.205704;281.186000;86.083200;147.194659;
1400;0.879881;273.590000;68.962600;145.236379;257.478000;61.404600;146.238401;239.940000;67.502200;150.033820;233.792000;85.031800;154.461185;241.352000;101.204200;156.408853;257.474000;108.704000;155.205202;275.028000;102.599600;151.162656;281.196000;85.615600;147.104988;
1401;0.841046;273.668000;69.780200;145.456334;257.574000;62.355800;146.550815;240.132000;68.392600;150.289413;233.922000;85.826800;154.600993;241.474000;101.977800;156.458892;257.570000;109.344400;155.206596;275.028000;103.299600;151.208345;281.260000;86.447800;147.234644;
1402;0.862744;273.772000;69.237400;145.268637;257.698000;61.715600;146.309681;240.192000;67.770600;150.102940;234.070000;85.267400;154.504968;241.610000;101.402200;156.415366;257.692000;108.867400;155.182045;275.212000;102.801800;151.131330;281.356000;85.879400;147.104650;
1403;0.882845;273.928000;69.799600;145.395192;257.780000;62.322200;146.507489;240.298000;68.430800;150.295916;234.092000;85.903200;154.619457;241.620000;102.112600;156.470036;257.774000;109.529600;155.191014;275.272000;103.414000;151.160319;281.500000;86.514400;147.177618;
