FRAME;RADIUS;X;Y;Z;
2031;154.321121;235.867850;119.857384;0.0;
2032;154.316384;235.874650;119.863966;0.0;
2033;154.309841;235.880422;119.868074;0.0;
2034;154.307217;235.887599;119.885211;0.0;
2035;154.301949;235.894506;119.897825;0.0;
2036;154.300739;235.900285;119.912015;0.0;
2037;154.299881;235.903962;119.920728;0.0;
2038;154.298580;235.903650;119.927729;0.0;
2039;154.298866;235.904988;119.932135;0.0;
2040;154.294809;235.912039;119.945884;0.0;
2041;154.291465;235.917341;119.955488;0.0;
2042;154.290594;235.921135;119.970044;0.0;
2043;154.284940;235.925240;119.971927;0.0;
2044;154.278613;235.930051;119.978509;0.0;
2045;154.271307;235.932134;119.979166;0.0;
2046;154.267705;235.934368;119.991118;0.0;
2047;154.265606;235.937869;119.999272;0.0;
2048;154.265029;235.942136;120.012593;0.0;
2049;154.260042;235.942115;120.014206;0.0;
2050;154.261165;235.943588;120.023445;0.0;
2051;154.262221;235.945924;120.029829;0.0;
2052;154.264748;235.949661;120.047128;0.0;
2053;154.267583;235.950909;120.060080;0.0;
2054;154.268399;235.949777;120.077816;0.0;
2055;154.267538;235.950842;120.081343;0.0;
2056;154.270264;235.950854;120.096601;0.0;
2057;154.270617;235.955329;120.103088;0.0;
2058;154.270271;235.957646;120.117982;0.0;
2059;154.267912;235.959348;120.121009;0.0;
2060;154.268408;235.960708;120.132398;0.0;
2061;154.268351;235.961697;120.136497;0.0;
2062;154.273006;235.959148;120.146831;0.0;
2063;154.271976;235.960460;120.150895;0.0;
2064;154.273547;235.959491;120.162986;0.0;
2065;154.271154;235.961066;120.165514;0.0;
2066;154.271337;235.961603;120.172830;0.0;
2067;154.274347;235.960172;120.177799;0.0;
2068;154.275992;235.962161;120.190858;0.0;
2069;154.271824;235.963149;120.189178;0.0;
2070;154.268040;235.964884;120.193407;0.0;
2071;154.262993;235.971055;120.197085;0.0;
2072;154.258301;235.972640;120.200080;0.0;
2073;154.253036;235.976104;120.199535;0.0;
2074;154.249397;235.977764;120.202609;0.0;
2075;154.241790;235.983454;120.202190;0.0;
2076;154.233669;235.986989;120.202595;0.0;
2077;154.229141;235.990509;120.200614;0.0;
2078;154.224274;235.992423;120.201620;0.0;
2079;154.218750;235.995787;120.201015;0.0;
2080;154.217889;235.999085;120.204201;0.0;
2081;154.214923;236.001689;120.202557;0.0;
2082;154.206123;236.005737;120.205765;0.0;
2083;154.198993;236.010460;120.205540;0.0;
2084;154.192652;236.015933;120.208902;0.0;
2085;154.186267;236.021192;120.208730;0.0;
2086;154.180398;236.023181;120.212107;0.0;
2087;154.175293;236.022282;120.210490;0.0;
2088;154.168808;236.025680;120.214275;0.0;
2089;154.159692;236.029929;120.212166;0.0;
2090;154.151436;236.037211;120.219213;0.0;
2091;154.141778;236.040688;120.218414;0.0;
2092;154.129943;236.046289;120.221595;0.0;
2093;154.116980;236.054941;120.221220;0.0;
2094;154.101541;236.063273;120.225584;0.0;
2095;154.088057;236.072068;120.221846;0.0;
2096;154.073905;236.083262;120.222780;0.0;
2097;154.056916;236.089531;120.211765;0.0;
2098;154.045060;236.099783;120.209340;0.0;
2099;154.031451;236.106741;120.197532;0.0;
2100;154.024197;236.113689;120.194600;0.0;
2101;154.016180;236.120089;120.185500;0.0;
2102;154.007836;236.124772;120.182498;0.0;
2103;153.998646;236.132824;120.174676;0.0;
2104;153.996924;236.140388;120.176343;0.0;
2105;154.002781;236.143391;120.176370;0.0;
2106;154.013167;236.144116;120.183483;0.0;
2107;154.014026;236.148195;120.183296;0.0;
2108;154.020706;236.152279;120.191256;0.0;
2109;154.025219;236.154637;120.192072;0.0;
2110;154.039803;236.156521;120.200450;0.0;
2111;154.041217;236.155854;120.199758;0.0;
2112;154.048535;236.160550;120.209364;0.0;
2113;154.057724;236.153838;120.207677;0.0;
2114;154.063637;236.154298;120.212514;0.0;
2115;154.066006;236.153139;120.207832;0.0;
2116;154.076036;236.141847;120.235309;0.0;
2117;154.079719;236.126766;120.242774;0.0;
2118;154.091113;236.117781;120.266999;0.0;
2119;154.104269;236.102755;120.272425;0.0;
2120;154.113096;236.093824;120.299894;0.0;
2121;154.123785;236.081167;120.306820;0.0;
2122;154.131457;236.073139;120.332291;0.0;
2123;154.140670;236.068189;120.338240;0.0;
2124;154.154546;236.060726;120.362903;0.0;
2125;154.167517;236.055050;120.362903;0.0;
2126;154.178992;236.049090;120.380934;0.0;
2127;154.191477;236.049937;120.390565;0.0;
2128;154.208296;236.042665;120.408908;0.0;
2129;154.212951;236.041563;120.403263;0.0;
2130;154.226467;236.036269;120.417115;0.0;
2131;154.235759;236.039924;120.416938;0.0;
2132;154.241742;236.041754;120.432416;0.0;
2133;154.253162;236.041763;120.439191;0.0;
2134;154.267962;236.043692;120.450591;0.0;
2135;154.279415;236.047062;120.451038;0.0;
2136;154.297994;236.050746;120.462775;0.0;
2137;154.313512;236.056400;120.462185;0.0;
2138;154.330873;236.057207;120.467578;0.0;
2139;154.349739;236.055774;120.459700;0.0;
2140;154.365197;236.053319;120.465876;0.0;
2141;154.376870;236.053098;120.455546;0.0;
2142;154.395995;236.050748;120.460862;0.0;
2143;154.412119;236.052881;120.448257;0.0;
2144;154.423013;236.052176;120.453195;0.0;
2145;154.440470;236.044217;120.435146;0.0;
2146;154.455518;236.047710;120.439486;0.0;
2147;154.464205;236.052034;120.423561;0.0;
2148;154.475611;236.059129;120.425676;0.0;
2149;154.484647;236.058644;120.407349;0.0;
2150;154.498407;236.060806;120.403448;0.0;
2151;154.502308;236.060174;120.380833;0.0;
2152;154.507574;236.062822;120.372938;0.0;
2153;154.517133;236.063180;120.348124;0.0;
2154;154.521289;236.064202;120.339672;0.0;
2155;154.539203;236.067334;120.321034;0.0;
2156;154.555641;236.067886;120.324801;0.0;
2157;154.565802;236.066780;120.304764;0.0;
2158;154.577198;236.067928;120.302683;0.0;
2159;154.586638;236.071122;120.286833;0.0;
2160;154.609265;236.069984;120.282325;0.0;
2161;154.625046;236.071623;120.268077;0.0;
2162;154.644743;236.071781;120.265558;0.0;
2163;154.656630;236.077158;120.245454;0.0;
2164;154.673606;236.073413;120.234542;0.0;
2165;154.686008;236.078884;120.214581;0.0;
2166;154.699042;236.082277;120.206534;0.0;
2167;154.710275;236.084657;120.184745;0.0;
2168;154.708175;236.093841;120.168685;0.0;
2169;154.715578;236.100894;120.146163;0.0;
2170;154.723619;236.096936;120.143114;0.0;
2171;154.736108;236.093401;120.135072;0.0;
2172;154.742384;236.091197;120.132804;0.0;
2173;154.753373;236.088191;120.122604;0.0;
2174;154.761462;236.086159;120.120972;0.0;
2175;154.779242;236.078461;120.116125;0.0;
2176;154.786333;236.073452;120.112593;0.0;
2177;154.796018;236.069899;120.106908;0.0;
2178;154.805172;236.065633;120.103425;0.0;
2179;154.813645;236.060660;120.095146;0.0;
2180;154.823578;236.055432;120.092056;0.0;
2181;154.829784;236.054457;120.090715;0.0;
2182;154.837334;236.057149;120.090900;0.0;
2183;154.844864;236.054610;120.087441;0.0;
2184;154.852681;236.051388;120.085097;0.0;
2185;154.859621;236.050384;120.080721;0.0;
2186;154.865716;236.048965;120.079966;0.0;
2187;154.868473;236.045328;120.070291;0.0;
2188;154.876182;236.043984;120.070174;0.0;
2189;154.881180;236.041482;120.062504;0.0;
2190;154.883792;236.042230;120.060650;0.0;
2191;154.890614;236.037263;120.053109;0.0;
2192;154.898198;236.036492;120.053221;0.0;
2193;154.900610;236.033315;120.046407;0.0;
2194;154.905854;236.031281;120.046002;0.0;
2195;154.909737;236.029826;120.041973;0.0;
2196;154.915198;236.027807;120.040791;0.0;
2197;154.917936;236.024786;120.034787;0.0;
2198;154.924845;236.020175;120.033501;0.0;
2199;154.927832;236.016798;120.026687;0.0;
2200;154.933248;236.011590;120.025242;0.0;
2201;154.935997;236.009300;120.019350;0.0;
2202;154.937637;236.005528;120.013509;0.0;
2203;154.942046;236.002668;120.007026;0.0;
2204;154.946304;236.001312;120.004261;0.0;
2205;154.950807;235.998041;119.997367;0.0;
2206;154.952443;235.997602;119.995300;0.0;
2207;154.957870;235.995060;119.990162;0.0;
2208;154.961888;235.994216;119.988681;0.0;
2209;154.967012;235.992666;119.981709;0.0;
2210;154.972573;235.992662;119.981987;0.0;
2211;154.978380;235.989539;119.976647;0.0;
2212;154.982221;235.988202;119.974719;0.0;
2213;154.986187;235.987824;119.969706;0.0;
2214;154.987701;235.988648;119.969119;0.0;
2215;154.992804;235.986968;119.963944;0.0;
2216;154.993462;235.988915;119.964440;0.0;
2217;155.005526;235.991795;119.946911;0.0;
2218;155.016664;235.996013;119.940424;0.0;
2219;155.026245;235.998057;119.929796;0.0;
2220;155.035857;236.001993;119.925359;0.0;
2221;155.048469;236.001909;119.907447;0.0;
2222;155.059723;236.003661;119.900920;0.0;
2223;155.068674;236.003961;119.885387;0.0;
2224;155.078467;236.005738;119.882148;0.0;
2225;155.084822;236.007954;119.867646;0.0;
2226;155.092186;236.009218;119.864024;0.0;
2227;155.102921;236.007501;119.850392;0.0;
2228;155.112444;236.007811;119.846550;0.0;
2229;155.121166;236.007980;119.837139;0.0;
2230;155.130046;236.008555;119.839098;0.0;
2231;155.136732;236.004988;119.828318;0.0;
2232;155.146595;235.998988;119.828606;0.0;
2233;155.154884;235.995366;119.819781;0.0;
2234;155.160378;235.992319;119.817484;0.0;
2235;155.167066;235.987046;119.808555;0.0;
2236;155.169765;235.981494;119.803856;0.0;
2237;155.169894;235.976744;119.792031;0.0;
2238;155.169064;235.971389;119.792089;0.0;
2239;155.171081;235.966999;119.783728;0.0;
2240;155.171314;235.961923;119.782768;0.0;
2241;155.171355;235.957855;119.773069;0.0;
2242;155.178100;235.954689;119.777169;0.0;
2243;155.181687;235.954246;119.771506;0.0;
2244;155.182781;235.952513;119.774484;0.0;
2245;155.189896;235.949895;119.768533;0.0;
2246;155.191117;235.948841;119.773610;0.0;
2247;155.197774;235.943876;119.769839;0.0;
2248;155.199839;235.940141;119.772484;0.0;
2249;155.202971;235.934409;119.767596;0.0;
2250;155.204211;235.931801;119.772114;0.0;
2251;155.208118;235.928588;119.769673;0.0;
2252;155.213603;235.924336;119.776853;0.0;
2253;155.216046;235.920318;119.773295;0.0;
2254;155.214624;235.916976;119.778052;0.0;
2255;155.216011;235.913633;119.774259;0.0;
2256;155.211020;235.912495;119.774718;0.0;
2257;155.203973;235.909700;119.764848;0.0;
2258;155.203402;235.909632;119.769213;0.0;
2259;155.200925;235.901773;119.767434;0.0;
2260;155.200269;235.894800;119.769501;0.0;
2261;155.198608;235.887173;119.765749;0.0;
2262;155.198542;235.880623;119.769141;0.0;
2263;155.195852;235.871722;119.763339;0.0;
2264;155.192117;235.863635;119.768564;0.0;
2265;155.192054;235.855726;119.765114;0.0;
2266;155.190477;235.845084;119.768420;0.0;
2267;155.194362;235.836287;119.766731;0.0;
2268;155.192410;235.827106;119.770110;0.0;
2269;155.194827;235.817954;119.766596;0.0;
2270;155.194079;235.808401;119.769263;0.0;
2271;155.200148;235.803069;119.768357;0.0;
2272;155.199652;235.797385;119.773731;0.0;
2273;155.202232;235.790626;119.770073;0.0;
2274;155.202634;235.786382;119.779408;0.0;
2275;155.204352;235.780721;119.777142;0.0;
2276;155.198895;235.776919;119.781201;0.0;
2277;155.202413;235.773602;119.787134;0.0;
2278;155.204197;235.769491;119.794459;0.0;
2279;155.204388;235.766401;119.794734;0.0;
2280;155.203154;235.763554;119.801761;0.0;
2281;155.205792;235.758342;119.799973;0.0;
2282;155.209966;235.750846;119.803685;0.0;
2283;155.213526;235.742504;119.800518;0.0;
2284;155.213856;235.735800;119.803924;0.0;
2285;155.214500;235.733840;119.804216;0.0;
2286;155.213876;235.729486;119.809978;0.0;
2287;155.215085;235.721938;119.806329;0.0;
2288;155.216443;235.719559;119.814474;0.0;
2289;155.215553;235.713661;119.811492;0.0;
2290;155.215300;235.708595;119.817006;0.0;
2291;155.220556;235.699758;119.814344;0.0;
2292;155.220818;235.697630;119.821547;0.0;
2293;155.219396;235.693563;119.825935;0.0;
2294;155.221816;235.691368;119.835670;0.0;
2295;155.221974;235.688343;119.840526;0.0;
2296;155.223107;235.684899;119.848261;0.0;
2297;155.223445;235.680783;119.846914;0.0;
2298;155.226261;235.676553;119.856983;0.0;
2299;155.224708;235.672502;119.856095;0.0;
2300;155.227756;235.667599;119.866727;0.0;
2301;155.229415;235.663310;119.866245;0.0;
2302;155.229933;235.655858;119.875057;0.0;
2303;155.228372;235.651670;119.879120;0.0;
2304;155.226354;235.644368;119.888716;0.0;
2305;155.223817;235.635997;119.891667;0.0;
2306;155.223967;235.628940;119.904240;0.0;
2307;155.226552;235.616975;119.906064;0.0;
2308;155.228106;235.608395;119.917444;0.0;
2309;155.227205;235.597893;119.918710;0.0;
2310;155.224893;235.588559;119.931378;0.0;
2311;155.221230;235.580136;119.930679;0.0;
2312;155.217668;235.575612;119.942536;0.0;
2313;155.216086;235.570736;119.942753;0.0;
2314;155.216984;235.562935;119.950970;0.0;
2315;155.216724;235.556055;119.949470;0.0;
2316;155.215149;235.552237;119.959070;0.0;
2317;155.213598;235.543663;119.956587;0.0;
2318;155.212427;235.537143;119.964358;0.0;
2319;155.208870;235.530686;119.960795;0.0;
2320;155.209387;235.523165;119.959673;0.0;
2321;155.205031;235.517472;119.953970;0.0;
2322;155.203502;235.511067;119.961498;0.0;
2323;155.196604;235.503681;119.955132;0.0;
2324;155.193621;235.496395;119.958502;0.0;
2325;155.188998;235.487227;119.953736;0.0;
2326;155.187744;235.476589;119.957533;0.0;
2327;155.183607;235.468968;119.954709;0.0;
2328;155.181237;235.460516;119.959160;0.0;
2329;155.172812;235.453117;119.954921;0.0;
2330;155.169986;235.443966;119.960020;0.0;
2331;155.167755;235.434534;119.954605;0.0;
2332;155.163847;235.428141;119.959606;0.0;
2333;155.161909;235.420336;119.954637;0.0;
2334;155.165452;235.413982;119.961786;0.0;
2335;155.166171;235.405142;119.958786;0.0;
2336;155.167516;235.397918;119.965422;0.0;
2337;155.168364;235.394324;119.964016;0.0;
2338;155.174607;235.386990;119.974022;0.0;
2339;155.177591;235.381498;119.973296;0.0;
2340;155.179306;235.374483;119.979946;0.0;
2341;155.180699;235.372097;119.981712;0.0;
2342;155.187749;235.367600;119.992478;0.0;
2343;155.177751;235.355516;119.982716;0.0;
2344;155.156310;235.335052;119.970368;0.0;
2345;155.135138;235.315575;119.948010;0.0;
2346;155.118229;235.295892;119.935437;0.0;
2347;155.107633;235.278914;119.915309;0.0;
2348;155.093075;235.262859;119.901433;0.0;
2349;155.082333;235.244884;119.888554;0.0;
2350;155.068480;235.226920;119.877291;0.0;
2351;155.056262;235.209118;119.862384;0.0;
2352;155.040914;235.191553;119.851532;0.0;
2353;155.029545;235.175313;119.833044;0.0;
2354;155.017673;235.155122;119.820353;0.0;
2355;155.009179;235.139263;119.799450;0.0;
2356;154.998490;235.124752;119.789359;0.0;
2357;154.988603;235.109139;119.768506;0.0;
2358;154.978806;235.093393;119.756005;0.0;
2359;154.965561;235.079373;119.727110;0.0;
2360;154.952215;235.067639;119.706860;0.0;
2361;154.943731;235.057339;119.680290;0.0;
2362;154.928823;235.045082;119.659180;0.0;
2363;154.918696;235.035682;119.627852;0.0;
2364;154.907604;235.028149;119.605841;0.0;
2365;154.905810;235.029983;119.582487;0.0;
2366;154.902907;235.032080;119.566242;0.0;
2367;154.901727;235.035170;119.544047;0.0;
2368;154.895427;235.035479;119.524067;0.0;
2369;154.890565;235.043200;119.500750;0.0;
2370;154.887175;235.049021;119.487906;0.0;
2371;154.883363;235.054802;119.464232;0.0;
2372;154.879114;235.055901;119.445604;0.0;
2373;154.879352;235.059122;119.419705;0.0;
2374;154.877253;235.063904;119.403934;0.0;
2375;154.876906;235.067440;119.376359;0.0;
2376;154.878647;235.071775;119.361929;0.0;
2377;154.878797;235.078135;119.338256;0.0;
2378;154.877110;235.079289;119.317227;0.0;
2379;154.873324;235.082103;119.290864;0.0;
2380;154.871700;235.083203;119.274497;0.0;
2381;154.871372;235.086058;119.250824;0.0;
2382;154.862123;235.091847;119.236115;0.0;
2383;154.849696;235.097194;119.205355;0.0;
2384;154.834755;235.101691;119.183155;0.0;
2385;154.824956;235.108804;119.159162;0.0;
2386;154.814497;235.111691;119.137587;0.0;
2387;154.805537;235.112601;119.105828;0.0;
2388;154.794205;235.119064;119.085997;0.0;
2389;154.788134;235.121068;119.057273;0.0;
2390;154.777746;235.126387;119.036136;0.0;
2391;154.770274;235.129914;119.007507;0.0;
2392;154.759879;235.136120;118.989348;0.0;
2393;154.749401;235.139682;118.959592;0.0;
2394;154.738443;235.141598;118.930999;0.0;
2395;154.728428;235.143434;118.898528;0.0;
2396;154.720404;235.145606;118.870615;0.0;
2397;154.711536;235.147829;118.838959;0.0;
2398;154.697356;235.152980;118.817885;0.0;
2399;154.686198;235.157859;118.785188;0.0;
2400;154.674765;235.165512;118.765573;0.0;
2401;154.660199;235.171151;118.733119;0.0;
2402;154.645779;235.177026;118.712298;0.0;
2403;154.637674;235.185256;118.683858;0.0;
2404;154.628031;235.190782;118.661572;0.0;
2405;154.618607;235.198660;118.633186;0.0;
2406;154.606132;235.205711;118.610715;0.0;
2407;154.593794;235.213042;118.577271;0.0;
2408;154.580143;235.221939;118.555417;0.0;
2409;154.565617;235.230267;118.522806;0.0;
2410;154.553061;235.237844;118.499736;0.0;
2411;154.543760;235.245915;118.468246;0.0;
2412;154.531127;235.249392;118.446433;0.0;
2413;154.519736;235.254051;118.413583;0.0;
2414;154.506893;235.257081;118.391135;0.0;
2415;154.490822;235.264110;118.361713;0.0;
2416;154.479987;235.267402;118.340450;0.0;
2417;154.467217;235.271702;118.307334;0.0;
2418;154.457481;235.276786;118.285116;0.0;
2419;154.445481;235.285005;118.255248;0.0;
2420;154.436134;235.292670;118.231286;0.0;
2421;154.422404;235.302786;118.198616;0.0;
2422;154.415769;235.310853;118.176731;0.0;
2423;154.407205;235.320378;118.143881;0.0;
2424;154.404312;235.328657;118.125091;0.0;
2425;154.398664;235.340160;118.093732;0.0;
2426;154.389810;235.348962;118.069428;0.0;
2427;154.378279;235.361263;118.033365;0.0;
2428;154.371883;235.368893;118.007611;0.0;
2429;154.359723;235.378412;117.972350;0.0;
2430;154.357060;235.384869;117.947758;0.0;
2431;154.348724;235.393536;117.911272;0.0;
2432;154.340175;235.401892;117.884022;0.0;
2433;154.331680;235.412497;117.849284;0.0;
2434;154.323179;235.422041;117.824516;0.0;
2435;154.307553;235.431550;117.785931;0.0;
2436;154.301654;235.439807;117.758852;0.0;
2437;154.290620;235.451743;117.722988;0.0;
2438;154.282650;235.461339;117.695981;0.0;
2439;154.272252;235.476442;117.659851;0.0;
2440;154.264527;235.484910;117.634114;0.0;
2441;154.253112;235.498081;117.598516;0.0;
2442;154.247263;235.505615;117.572883;0.0;
2443;154.232158;235.514062;117.536195;0.0;
2444;154.235109;235.528561;117.519661;0.0;
2445;154.246997;235.550740;117.503709;0.0;
2446;154.259850;235.571814;117.499569;0.0;
2447;154.263943;235.596818;117.483771;0.0;
2448;154.268168;235.615231;117.475882;0.0;
2449;154.271881;235.635705;117.458061;0.0;
2450;154.274087;235.655360;117.443920;0.0;
2451;154.279398;235.677042;117.423210;0.0;
2452;154.284433;235.696530;117.409961;0.0;
2453;154.289649;235.718901;117.391149;0.0;
2454;154.289738;235.740289;117.379639;0.0;
2455;154.294361;235.764036;117.364070;0.0;
2456;154.296311;235.782331;117.357645;0.0;
2457;154.298712;235.801511;117.337468;0.0;
2458;154.300958;235.819854;117.331922;0.0;
2459;154.301859;235.840423;117.315452;0.0;
2460;154.300748;235.857004;117.311335;0.0;
2461;154.301629;235.876049;117.293680;0.0;
2462;154.300088;235.894599;117.288323;0.0;
2463;154.300029;235.917119;117.274200;0.0;
2464;154.296172;235.933983;117.269285;0.0;
2465;154.293315;235.954138;117.254649;0.0;
2466;154.280249;235.959440;117.241233;0.0;
2467;154.268562;235.969764;117.223222;0.0;
2468;154.256815;235.978591;117.210676;0.0;
2469;154.245923;235.987975;117.192278;0.0;
2470;154.238933;235.989640;117.180452;0.0;
2471;154.230232;235.994038;117.159338;0.0;
2472;154.219868;235.999831;117.148210;0.0;
2473;154.207349;236.008747;117.131578;0.0;
2474;154.192191;236.014368;117.121969;0.0;
2475;154.177396;236.021594;117.104165;0.0;
2476;154.162092;236.026637;117.094547;0.0;
2477;154.145755;236.032277;117.071617;0.0;
2478;154.132186;236.034819;117.059607;0.0;
2479;154.116681;236.040724;117.036573;0.0;
2480;154.103285;236.046037;117.024703;0.0;
2481;154.090102;236.054308;117.005115;0.0;
2482;154.079094;236.057632;116.994114;0.0;
2483;154.069771;236.063169;116.973387;0.0;
2484;154.063388;236.067513;116.967553;0.0;
2485;154.062871;236.071846;116.955133;0.0;
2486;154.059487;236.075896;116.946560;0.0;
2487;154.054779;236.081509;116.931094;0.0;
2488;154.049090;236.088327;116.928657;0.0;
2489;154.044835;236.092260;116.912980;0.0;
2490;154.037624;236.098036;116.909673;0.0;
2491;154.034050;236.102082;116.897631;0.0;
2492;154.029973;236.105547;116.895370;0.0;
2493;154.025766;236.111326;116.882270;0.0;
2494;154.019025;236.116045;116.878891;0.0;
2495;154.018843;236.121656;116.867439;0.0;
2496;154.012191;236.126991;116.863038;0.0;
2497;154.005087;236.133908;116.849717;0.0;
2498;154.000986;236.136995;116.845978;0.0;
2499;153.997678;236.139794;116.832120;0.0;
2500;153.992008;236.143429;116.826034;0.0;
2501;153.990286;236.146509;116.811722;0.0;
2502;153.990351;236.149685;116.806091;0.0;
2503;153.988794;236.157352;116.791459;0.0;
2504;153.984680;236.161617;116.784526;0.0;
2505;153.985495;236.167922;116.770484;0.0;
2506;153.981513;236.173236;116.762199;0.0;
2507;153.981328;236.177655;116.744751;0.0;
2508;153.975540;236.182116;116.736264;0.0;
2509;153.973031;236.189335;116.719244;0.0;
2510;153.969116;236.193559;116.711361;0.0;
2511;153.966200;236.201768;116.696454;0.0;
2512;153.958362;236.206940;116.687385;0.0;
2513;153.957231;236.214788;116.670055;0.0;
2514;153.954287;236.217933;116.662924;0.0;
2515;153.953812;236.225285;116.648940;0.0;
2516;153.952633;236.228144;116.641980;0.0;
2517;153.947786;236.235022;116.627163;0.0;
2518;153.945099;236.236918;116.623739;0.0;
2519;153.943347;236.242406;116.611743;0.0;
2520;153.940743;236.243343;116.606454;0.0;
2521;153.940897;236.246536;116.593642;0.0;
2522;153.942180;236.247066;116.593908;0.0;
2523;153.938915;236.249148;116.581807;0.0;
2524;153.933018;236.250630;116.579996;0.0;
2525;153.929835;236.250404;116.565405;0.0;
2526;153.927456;236.250468;116.566720;0.0;
2527;153.926588;236.251750;116.555291;0.0;
2528;153.931826;236.249606;116.559733;0.0;
2529;153.934046;236.249404;116.556854;0.0;
2530;153.937666;236.249338;116.560413;0.0;
2531;153.935930;236.250408;116.555742;0.0;
2532;153.936131;236.251645;116.558346;0.0;
2533;153.934730;236.253274;116.551313;0.0;
2534;153.934178;236.253393;116.554133;0.0;
2535;153.931795;236.256718;116.545218;0.0;
2536;153.932466;236.256594;116.549349;0.0;
2537;153.928304;236.258994;116.541231;0.0;
2538;153.926172;236.255901;116.544497;0.0;
2539;153.925135;236.254252;116.536298;0.0;
2540;153.923765;236.249411;116.537528;0.0;
2541;153.919593;236.252586;116.526496;0.0;
2542;153.920956;236.249619;116.530663;0.0;
2543;153.916167;236.252272;116.520594;0.0;
2544;153.915868;236.252440;116.519693;0.0;
2545;153.912306;236.254277;116.507336;0.0;
2546;153.912756;236.254094;116.508940;0.0;
2547;153.912303;236.255384;116.503313;0.0;
2548;153.914007;236.254521;116.504471;0.0;
2549;153.911051;236.257790;116.493740;0.0;
2550;153.912058;236.256915;116.496578;0.0;
2551;153.912563;236.260767;116.487969;0.0;
2552;153.915896;236.259608;116.491713;0.0;
2553;153.914683;236.260745;116.480788;0.0;
2554;153.914681;236.258028;116.482410;0.0;
2555;153.918966;236.260726;116.475783;0.0;
2556;153.918988;236.260870;116.478473;0.0;
2557;153.915428;236.266303;116.466472;0.0;
2558;153.914715;236.267624;116.469229;0.0;
2559;153.915769;236.270100;116.456160;0.0;
2560;153.918618;236.270340;116.457493;0.0;
2561;153.923335;236.271795;116.448218;0.0;
2562;153.926879;236.273388;116.450326;0.0;
2563;153.928208;236.274888;116.440302;0.0;
2564;153.927589;236.275438;116.442861;0.0;
2565;153.928660;236.279756;116.434500;0.0;
2566;153.930230;236.277041;116.438572;0.0;
2567;153.931035;236.284881;116.430671;0.0;
2568;153.931424;236.283034;116.434342;0.0;
2569;153.927377;236.285986;116.423990;0.0;
2570;153.926215;236.284995;116.426607;0.0;
2571;153.918802;236.290860;116.415237;0.0;
2572;153.913244;236.291678;116.414840;0.0;
2573;153.910699;236.292217;116.402195;0.0;
2574;153.905857;236.294176;116.398086;0.0;
2575;153.903641;236.295046;116.385027;0.0;
2576;153.902441;236.294438;116.381743;0.0;
2577;153.900408;236.295164;116.367696;0.0;
2578;153.898478;236.294862;116.367322;0.0;
2579;153.897214;236.298084;116.355078;0.0;
2580;153.895387;236.302053;116.353348;0.0;
2581;153.890460;236.304714;116.337770;0.0;
2582;153.887858;236.306803;116.332341;0.0;
2583;153.883163;236.311029;116.316137;0.0;
2584;153.885683;236.310828;116.313092;0.0;
2585;153.881325;236.315842;116.299464;0.0;
2586;153.879752;236.318070;116.297437;0.0;
2587;153.878038;236.317901;116.291307;0.0;
2588;153.877640;236.316134;116.292085;0.0;
2589;153.878473;236.316075;116.285812;0.0;
2590;153.878868;236.316887;116.288013;0.0;
2591;153.879066;236.316724;116.280900;0.0;
2592;153.878517;236.316928;116.279546;0.0;
2593;153.876649;236.319732;116.272525;0.0;
2594;153.873892;236.318702;116.270108;0.0;
2595;153.875895;236.319055;116.263603;0.0;
2596;153.872271;236.318965;116.261440;0.0;
2597;153.874768;236.319272;116.255670;0.0;
2598;153.875576;236.317408;116.254719;0.0;
2599;153.873923;236.319841;116.247045;0.0;
2600;153.876842;236.320603;116.246643;0.0;
2601;153.878613;236.321857;116.241972;0.0;
2602;153.877116;236.321915;116.239974;0.0;
2603;153.875426;236.324180;116.234636;0.0;
2604;153.874625;236.321957;116.234157;0.0;
2605;153.873242;236.321932;116.226820;0.0;
2606;153.871315;236.320314;116.226503;0.0;
2607;153.872609;236.319958;116.220479;0.0;
2608;153.873705;236.321539;116.222925;0.0;
2609;153.878034;236.323289;116.220417;0.0;
2610;153.879975;236.322587;116.222405;0.0;
2611;153.881737;236.324661;116.217675;0.0;
2612;153.884453;236.322987;116.218648;0.0;
2613;153.889933;236.324063;116.214624;0.0;
2614;153.892054;236.324593;116.217783;0.0;
2615;153.894408;236.328767;116.212075;0.0;
2616;153.895090;236.327539;116.213203;0.0;
2617;153.897601;236.329903;116.207124;0.0;
2618;153.902987;236.328864;116.208444;0.0;
2619;153.904828;236.332806;116.200764;0.0;
2620;153.907254;236.332020;116.199170;0.0;
2621;153.907879;236.334641;116.191799;0.0;
2622;153.906110;236.333622;116.193091;0.0;
2623;153.902994;236.334584;116.183674;0.0;
2624;153.903506;236.333444;116.183838;0.0;
2625;153.906057;236.335081;116.176192;0.0;
2626;153.904753;236.338152;116.177440;0.0;
2627;153.903390;236.340083;116.167324;0.0;
2628;153.903497;236.342309;116.168433;0.0;
2629;153.897084;236.347998;116.158848;0.0;
2630;153.890445;236.353887;116.148928;0.0;
2631;153.883570;236.359986;116.138653;0.0;
2632;153.876444;236.366306;116.128004;0.0;
2633;153.869054;236.372861;116.116961;0.0;
2634;153.868625;236.375377;116.116335;0.0;
2635;153.865893;236.378782;116.103050;0.0;
2636;153.866337;236.378133;116.101868;0.0;
2637;153.866458;236.382010;116.089546;0.0;
