FRAME;AVG INACCURACY;LM X;LM Y;LM X;LM Y;LM X;LM Y;LM X;LM Y;LM X;LM Y;LM X;LM Y;LM X;LM Y;LM X;LM Y;
1220;0.686013;300.556000;38.645200;254.444000;17.546980;204.364000;34.469400;185.907400;84.731000;208.446000;130.238400;254.198000;151.283000;304.386000;134.483800;322.924000;85.635400;
1221;0.799270;300.650000;39.208600;254.358000;18.132720;204.322000;35.264200;185.732800;85.436000;208.180000;131.159200;254.124000;152.164000;304.224000;135.165000;322.928000;86.391600;
1222;0.655954;300.490000;38.701800;254.360000;17.724380;204.310000;34.550200;185.775600;84.743600;208.386000;130.281200;254.156000;151.238400;304.324000;134.546600;322.968000;85.743000;
1223;0.674617;300.608000;39.233600;254.390000;18.294380;204.318000;35.131600;185.673800;85.424200;208.312000;131.030400;254.142000;151.897000;304.352000;135.141800;323.072000;86.299800;
1224;0.656879;300.420000;38.687200;254.324000;17.667960;204.268000;34.561000;185.783200;84.791200;208.302000;130.312600;254.066000;151.308000;304.244000;134.526400;322.806000;85.698400;
1225;0.676214;300.474000;39.039000;254.210000;18.145140;204.146000;35.016800;185.425400;85.264600;208.076000;130.917200;253.978000;151.748000;304.152000;134.971400;322.950000;86.148800;
1226;0.716507;300.378000;38.618400;254.300000;17.569240;204.230000;34.481800;185.788000;84.677600;208.288000;130.210200;254.064000;151.249400;304.228000;134.464600;322.774000;85.652200;
1227;0.696900;300.512000;38.984800;254.266000;17.924280;204.192000;34.919600;185.603600;85.181400;208.150000;130.843400;253.994000;151.806200;304.190000;134.911400;322.860000;86.106000;
1228;0.697401;300.416000;38.333400;254.176000;17.278100;204.016000;34.210600;185.460200;84.499400;208.056000;130.175600;253.972000;151.180600;304.198000;134.383000;322.868000;85.514800;
1229;0.768922;300.530000;38.867000;254.282000;17.891260;204.290000;34.898400;185.666600;85.052800;208.174000;130.679000;254.034000;151.606400;304.134000;134.748800;322.884000;85.958000;
1230;0.708639;300.308000;38.263200;254.128000;17.132720;203.910000;34.027800;185.447000;84.413000;208.044000;129.995800;253.892000;151.081000;304.208000;134.303200;322.752000;85.303600;
1231;0.688811;300.432000;38.605000;254.158000;17.507500;204.062000;34.614800;185.529400;84.896400;207.936000;130.576000;253.870000;151.642200;304.098000;134.636400;322.712000;85.770400;
1232;0.617707;300.228000;38.223200;254.072000;17.089640;203.878000;33.979200;185.395600;84.378600;208.012000;129.969400;253.826000;151.070400;304.176000;134.258000;322.704000;85.297000;
1233;0.707460;300.366000;38.765800;254.186000;17.697280;204.054000;34.588200;185.555800;84.917600;208.130000;130.466600;253.926000;151.479800;304.192000;134.716400;322.804000;85.807000;
1234;0.730230;300.320000;38.109200;254.198000;17.063440;204.062000;33.962800;185.575200;84.194600;208.154000;129.835400;253.978000;150.837600;304.170000;134.062200;322.772000;85.216200;
1235;0.701177;300.408000;38.688200;254.284000;17.637980;204.196000;34.588200;185.724000;84.811400;208.234000;130.376400;254.012000;151.399000;304.192000;134.593000;322.802000;85.761200;
1236;0.702157;300.554000;38.041200;254.456000;16.929520;204.226000;33.816400;185.735400;84.126200;208.376000;129.766400;254.212000;150.847200;304.488000;134.079800;323.082000;85.173000;
1237;0.716682;300.546000;38.790200;254.382000;17.755860;204.262000;34.600800;185.746200;84.859000;208.400000;130.413600;254.150000;151.387800;304.368000;134.714200;323.042000;85.858000;
1238;0.706792;300.514000;38.288800;254.386000;17.246480;204.266000;34.183000;185.721200;84.408200;208.286000;130.049400;254.168000;151.068800;304.328000;134.261000;322.982000;85.412800;
1239;0.708056;300.678000;38.877000;254.450000;17.780380;204.196000;34.687800;185.673600;85.140200;208.278000;130.801400;254.158000;151.831800;304.520000;135.011400;323.124000;86.035400;
1240;0.747776;300.524000;38.498800;254.460000;17.383780;204.274000;34.244200;185.846000;84.550000;208.462000;130.099200;254.222000;151.187400;304.484000;134.451400;323.030000;85.511200;
1241;0.687713;300.560000;39.278400;254.450000;18.198800;204.346000;35.075800;185.857000;85.399200;208.432000;130.905000;254.170000;151.917000;304.416000;135.126600;322.978000;86.267200;
1242;0.704297;300.566000;38.606600;254.422000;17.489800;204.222000;34.437000;185.776600;84.777800;208.310000;130.406400;254.148000;151.488000;304.426000;134.657600;322.974000;85.698000;
1243;0.714277;300.620000;39.415000;254.488000;18.345600;204.394000;35.277800;185.859000;85.542200;208.448000;131.143000;254.240000;152.135600;304.418000;135.308000;323.054000;86.458800;
1244;0.726064;300.730000;38.786200;254.526000;17.745000;204.366000;34.704400;185.740400;85.058600;208.352000;130.784400;254.234000;151.731600;304.488000;134.824200;323.156000;85.896000;
1245;0.725524;300.600000;39.348600;254.462000;18.249120;204.300000;35.167800;185.813400;85.530400;208.372000;131.114000;254.172000;152.150000;304.446000;135.306800;322.996000;86.398600;
1246;0.739095;300.548000;38.698200;254.368000;17.552100;204.212000;34.628600;185.780400;84.881000;208.222000;130.578600;254.112000;151.677000;304.300000;134.729800;322.866000;85.805600;
1247;0.737535;300.260000;39.476000;254.170000;18.516100;204.126000;35.394600;185.549200;85.602600;208.100000;131.154600;253.906000;152.059800;304.030000;135.260800;322.678000;86.438600;
1248;0.690991;300.198000;38.682600;254.104000;17.572360;203.904000;34.456600;185.468000;84.780200;208.038000;130.367200;253.846000;151.415400;304.076000;134.644800;322.628000;85.702600;
1249;0.793704;299.784000;39.235400;253.638000;18.284820;203.614000;35.258000;185.064400;85.391800;207.532000;131.035600;253.370000;151.959800;303.458000;135.126200;322.146000;86.300800;
1250;0.793704;299.784000;39.235400;253.638000;18.284820;203.614000;35.258000;185.064400;85.391800;207.532000;131.035600;253.370000;151.959800;303.458000;135.126200;322.146000;86.300800;
1251;0.793704;299.784000;39.235400;253.638000;18.284820;203.614000;35.258000;185.064400;85.391800;207.532000;131.035600;253.370000;151.959800;303.458000;135.126200;322.146000;86.300800;
1252;0.793704;299.784000;39.235400;253.638000;18.284820;203.614000;35.258000;185.064400;85.391800;207.532000;131.035600;253.370000;151.959800;303.458000;135.126200;322.146000;86.300800;
1253;0.793704;299.784000;39.235400;253.638000;18.284820;203.614000;35.258000;185.064400;85.391800;207.532000;131.035600;253.370000;151.959800;303.458000;135.126200;322.146000;86.300800;
1254;0.807509;299.924000;38.584200;253.670000;17.465880;203.584000;34.659400;185.126000;84.816600;207.480000;130.586000;253.420000;151.644600;303.520000;134.629800;322.148000;85.784000;
1255;0.786985;299.556000;39.246800;253.414000;18.199840;203.324000;35.216600;184.850600;85.427400;207.282000;131.074400;253.160000;152.071000;303.282000;135.150800;321.856000;86.310600;
1256;0.810643;299.708000;38.718600;253.478000;17.671060;203.294000;34.700400;184.780600;84.934400;207.246000;130.667800;253.250000;151.697400;303.412000;134.812200;322.070000;85.930200;
1257;0.653888;299.628000;39.444200;253.480000;18.398740;203.350000;35.384600;184.860400;85.683800;207.314000;131.299200;253.200000;152.318000;303.406000;135.400600;321.966000;86.520000;
1258;0.816182;299.728000;38.737000;253.564000;17.678000;203.338000;34.621600;184.854200;84.890600;207.402000;130.561400;253.330000;151.612000;303.562000;134.821000;322.204000;85.853000;
1259;0.771076;299.542000;39.285200;253.446000;18.201440;203.350000;35.242000;184.925600;85.400200;207.362000;130.970600;253.190000;152.021200;303.280000;135.132200;321.858000;86.283600;
1260;0.737495;299.704000;38.591400;253.560000;17.607700;203.500000;34.604400;184.980400;84.740800;207.442000;130.419600;253.312000;151.352000;303.382000;134.485000;322.034000;85.675200;
1261;0.799991;299.644000;39.195800;253.446000;18.217140;203.350000;35.194200;184.765800;85.397800;207.286000;131.070400;253.198000;151.985400;303.304000;135.140200;322.020000;86.293800;
1262;0.796890;299.754000;38.704600;253.612000;17.664800;203.516000;34.668800;185.117600;84.813400;207.532000;130.445400;253.402000;151.473400;303.506000;134.654000;322.084000;85.731800;
1263;0.681560;299.660000;39.210600;253.564000;18.366180;203.620000;35.232400;185.037200;85.332800;207.526000;130.876400;253.314000;151.683800;303.320000;134.928400;322.006000;86.155800;
1264;0.736112;299.878000;38.739000;253.700000;17.646500;203.566000;34.654600;185.113400;84.864200;207.600000;130.511800;253.482000;151.567200;303.630000;134.728400;322.234000;85.798800;
1265;0.773194;299.872000;39.249400;253.706000;18.188300;203.678000;35.248800;185.138400;85.437600;207.576000;131.103600;253.438000;152.066600;303.510000;135.103600;322.142000;86.246400;
1266;0.762078;299.836000;38.713600;253.720000;17.607260;203.632000;34.574400;185.261000;84.790400;207.700000;130.345200;253.492000;151.386000;303.628000;134.553600;322.126000;85.684400;
1267;0.656050;299.656000;39.452400;253.560000;18.502120;203.546000;35.404000;185.091600;85.529600;207.530000;131.067000;253.338000;151.992800;303.396000;135.212000;321.974000;86.443600;
1268;0.742158;299.804000;38.708400;253.634000;17.576340;203.438000;34.542800;185.039200;84.837000;207.532000;130.468400;253.406000;151.552000;303.632000;134.723200;322.170000;85.744200;
1269;0.738341;299.892000;39.432200;253.646000;18.422020;203.580000;35.442800;184.997800;85.655000;207.508000;131.342200;253.426000;152.273400;303.534000;135.378200;322.234000;86.538200;
1270;0.741518;299.808000;38.794000;253.634000;17.699480;203.490000;34.668200;185.067200;84.937600;207.554000;130.536800;253.432000;151.594600;303.614000;134.772800;322.170000;85.844600;
1271;0.670221;299.888000;39.335600;253.744000;18.367040;203.666000;35.267000;185.098600;85.490800;207.652000;131.079200;253.500000;151.995400;303.632000;135.197200;322.310000;86.358200;
1272;0.731773;300.088000;38.970200;253.944000;17.896520;203.842000;34.844400;185.418200;85.081200;207.900000;130.677000;253.700000;151.706200;303.870000;134.908000;322.438000;86.058800;
1273;0.764958;299.842000;39.500600;253.746000;18.449060;203.632000;35.348400;185.178000;85.562600;207.740000;131.141600;253.512000;152.146000;303.672000;135.394200;322.278000;86.466200;
1274;0.770360;300.048000;38.747200;253.898000;17.639880;203.790000;34.636800;185.387800;84.834400;207.882000;130.445800;253.682000;151.513800;303.842000;134.692800;322.420000;85.799200;
1275;0.734768;299.972000;39.310800;253.910000;18.294480;203.826000;35.192400;185.326800;85.391800;207.870000;130.907800;253.636000;151.876800;303.752000;135.105000;322.384000;86.283000;
1276;0.730305;299.952000;38.660600;253.876000;17.580820;203.646000;34.377000;185.195400;84.740800;207.840000;130.304200;253.640000;151.354000;303.930000;134.681800;322.502000;85.685600;
1277;0.750484;299.984000;39.135200;253.834000;18.128680;203.802000;35.072600;185.272800;85.247800;207.804000;130.798200;253.574000;151.746400;303.688000;134.959000;322.370000;86.137000;
1278;0.767080;300.004000;38.426000;253.916000;17.297820;203.762000;34.228000;185.332400;84.475000;207.876000;130.070400;253.702000;151.131600;303.858000;134.331000;322.408000;85.411800;
1279;0.673893;299.890000;39.162000;253.824000;18.052780;203.728000;34.964000;185.313400;85.224800;207.822000;130.725000;253.562000;151.762600;303.736000;134.954200;322.242000;86.070200;
1280;0.776379;300.020000;38.251800;253.930000;17.194620;203.702000;34.039000;185.233200;84.332400;207.866000;129.902400;253.698000;150.923600;303.914000;134.234600;322.550000;85.284200;
1281;0.720080;300.022000;39.162400;253.992000;18.042360;203.854000;34.946400;185.469200;85.193800;207.996000;130.689400;253.750000;151.783800;303.924000;135.018600;322.442000;86.087200;
1282;0.717828;300.236000;38.392800;254.056000;17.285940;203.796000;34.136600;185.320200;84.507400;207.960000;130.126000;253.848000;151.207800;304.178000;134.480600;322.772000;85.503800;
1283;0.716316;299.956000;39.036400;253.874000;18.074860;203.860000;34.955400;185.346000;85.121000;207.838000;130.633600;253.632000;151.591400;303.750000;134.828000;322.382000;86.042600;
1284;0.739190;300.284000;38.498200;254.088000;17.391580;203.904000;34.323000;185.418000;84.638400;207.978000;130.291000;253.868000;151.329200;304.102000;134.510800;322.702000;85.637800;
1285;0.729919;300.008000;39.295400;254.040000;18.249700;203.956000;35.110800;185.519000;85.335800;208.044000;130.810200;253.764000;151.828200;303.898000;135.056800;322.430000;86.226600;
1286;0.752090;299.852000;39.080000;253.798000;18.095720;203.762000;34.950200;185.263000;85.157800;207.812000;130.682000;253.526000;151.605000;303.666000;134.856800;322.264000;86.048000;
1287;0.752090;299.852000;39.080000;253.798000;18.095720;203.762000;34.950200;185.263000;85.157800;207.812000;130.682000;253.526000;151.605000;303.666000;134.856800;322.264000;86.048000;
1288;0.752090;299.852000;39.080000;253.798000;18.095720;203.762000;34.950200;185.263000;85.157800;207.812000;130.682000;253.526000;151.605000;303.666000;134.856800;322.264000;86.048000;
1289;0.752090;299.852000;39.080000;253.798000;18.095720;203.762000;34.950200;185.263000;85.157800;207.812000;130.682000;253.526000;151.605000;303.666000;134.856800;322.264000;86.048000;
1290;0.719168;299.852000;38.448200;253.824000;17.483140;203.702000;34.260400;185.187600;84.478400;207.816000;129.962600;253.604000;150.920400;303.760000;134.273600;322.396000;85.421200;
1291;0.808557;299.968000;39.187600;253.924000;18.178300;203.834000;35.064400;185.336200;85.266000;207.886000;130.835200;253.652000;151.790200;303.776000;135.019000;322.392000;86.183400;
1292;0.729454;300.002000;38.385800;253.922000;17.361420;203.686000;34.152000;185.252200;84.449400;207.858000;130.060600;253.706000;151.076400;303.962000;134.403600;322.524000;85.512200;
1293;0.787939;300.024000;39.092200;253.910000;17.975180;203.820000;35.013600;185.395000;85.210000;207.828000;130.805200;253.654000;151.875000;303.776000;134.987800;322.348000;86.157200;
1294;0.748168;299.912000;38.371400;253.808000;17.344400;203.528000;34.090200;184.983200;84.498000;207.702000;130.100000;253.596000;151.099800;303.902000;134.438400;322.518000;85.425800;
1295;0.783790;300.140000;39.142200;253.986000;18.150740;203.942000;35.142200;185.370000;85.338000;207.862000;130.963600;253.710000;151.897400;303.816000;135.018600;322.498000;86.208600;
1296;0.715916;300.030000;38.433000;253.984000;17.270960;203.734000;34.138400;185.371800;84.515400;207.958000;130.124200;253.740000;151.243000;304.054000;134.462000;322.520000;85.433000;
1297;0.761788;300.082000;39.047200;253.906000;18.009400;203.838000;35.067000;185.261000;85.235400;207.730000;130.875400;253.668000;151.896200;303.774000;134.956400;322.460000;86.190600;
1298;0.722110;299.952000;38.673000;253.962000;17.564980;203.792000;34.294600;185.411200;84.701000;208.042000;130.143400;253.682000;151.159600;303.968000;134.500200;322.414000;85.527200;
1299;0.781888;300.008000;39.303400;253.976000;18.287300;204.010000;35.215400;185.556800;85.329400;208.002000;130.777400;253.716000;151.757000;303.766000;134.960600;322.342000;86.241000;
1300;0.711078;300.048000;38.734400;253.952000;17.646660;203.816000;34.506200;185.418000;84.784200;207.986000;130.333200;253.722000;151.363400;303.932000;134.649200;322.472000;85.735400;
1301;0.792109;299.980000;39.377200;253.932000;18.299200;203.806000;35.166600;185.448000;85.380000;207.972000;130.895200;253.732000;151.947800;303.888000;135.240600;322.398000;86.381200;
1302;0.748917;300.186000;38.665800;254.062000;17.590740;203.942000;34.501000;185.413600;84.817800;207.982000;130.374800;253.764000;151.378800;304.002000;134.559800;322.596000;85.658600;
1303;0.762664;300.210000;39.168600;254.060000;18.160680;203.870000;35.021400;185.290200;85.374400;207.926000;131.015200;253.784000;151.953200;304.032000;135.194400;322.712000;86.282200;
1304;0.811029;300.054000;38.575400;253.976000;17.411480;203.754000;34.297800;185.417600;84.608000;208.004000;130.099600;253.748000;151.238800;304.022000;134.536800;322.536000;85.541000;
1305;0.732307;300.064000;39.131400;253.940000;18.113000;203.856000;35.037000;185.393400;85.271400;207.874000;130.793000;253.688000;151.775400;303.832000;134.980200;322.424000;86.116600;
1306;0.730813;300.066000;38.483400;253.960000;17.343700;203.714000;34.239000;185.325600;84.604600;207.878000;130.180800;253.728000;151.288800;303.996000;134.526200;322.516000;85.546600;
1307;0.790515;300.166000;39.206200;254.008000;18.088360;203.840000;35.029800;185.411000;85.328000;207.956000;130.913200;253.770000;151.960400;303.996000;135.168400;322.566000;86.271400;
1308;0.740998;300.306000;38.396400;254.156000;17.243880;203.900000;34.191600;185.470400;84.547000;208.046000;130.159800;253.908000;151.289200;304.212000;134.478400;322.778000;85.505400;
1309;0.761084;300.144000;39.367000;254.108000;18.261220;204.042000;35.167000;185.672400;85.373400;208.168000;130.845000;253.862000;151.884600;304.000000;135.110400;322.498000;86.257400;
1310;0.809481;300.346000;38.434000;254.116000;17.309380;203.858000;34.279400;185.391000;84.638400;207.960000;130.320000;253.886000;151.413800;304.184000;134.607400;322.808000;85.656200;
1311;0.777544;300.452000;39.056200;254.286000;18.035180;204.278000;35.037600;185.701200;85.208600;208.202000;130.798400;254.016000;151.744400;304.122000;134.861600;322.800000;86.096800;
1312;0.716118;300.294000;38.335600;254.108000;17.196700;203.934000;34.256200;185.489800;84.506000;207.958000;130.142800;253.890000;151.271600;304.080000;134.368000;322.660000;85.432600;
1313;0.778530;300.374000;39.049600;254.196000;17.855540;204.018000;34.869600;185.569800;85.188200;208.132000;130.785600;253.958000;151.901600;304.190000;135.038800;322.784000;86.082400;
1314;0.713406;300.330000;38.388600;254.198000;17.187420;203.964000;34.139600;185.591600;84.507000;208.136000;130.083800;253.962000;151.246000;304.244000;134.439600;322.756000;85.454600;
1315;0.733749;300.380000;38.907600;254.176000;17.835400;204.154000;34.870800;185.638800;85.064800;208.116000;130.666400;253.940000;151.675600;304.066000;134.775200;322.708000;85.965400;
1316;0.698787;300.314000;38.221600;254.140000;17.120160;203.998000;34.102200;185.570200;84.351800;208.060000;129.943800;253.936000;151.020600;304.126000;134.206000;322.700000;85.317200;
1317;0.740803;300.236000;39.105200;254.116000;17.890280;203.926000;34.894800;185.562800;85.223400;208.064000;130.764600;253.872000;151.919800;304.114000;135.044000;322.606000;86.067400;
1318;0.707040;300.212000;38.468600;254.110000;17.315080;204.008000;34.277000;185.629200;84.551600;208.112000;130.085000;253.876000;151.179800;304.066000;134.338400;322.546000;85.434600;
1319;0.819851;300.462000;38.908800;254.260000;17.805440;204.144000;34.863000;185.617600;85.092400;208.136000;130.736000;254.022000;151.799200;304.204000;134.905600;322.874000;86.015400;
1320;0.752052;300.408000;38.389000;254.242000;17.123700;203.934000;34.132600;185.620400;84.526200;208.120000;130.176800;254.030000;151.414000;304.362000;134.558400;322.818000;85.537800;
1321;0.804455;300.308000;39.011400;254.150000;17.767040;204.036000;34.933800;185.717200;85.158200;208.036000;130.772800;253.902000;151.986800;304.090000;134.964800;322.536000;86.073000;
1322;0.742729;300.242000;38.318400;254.096000;17.135800;203.916000;34.169000;185.525400;84.409000;207.996000;130.078000;253.886000;151.226400;304.074000;134.355000;322.606000;85.403400;
1323;0.795248;300.412000;39.001200;254.176000;17.819240;204.064000;34.959800;185.605800;85.183000;208.056000;130.818600;253.936000;151.940400;304.092000;134.967800;322.706000;86.044800;
1324;0.723958;300.484000;38.349400;254.286000;17.156020;204.060000;34.249200;185.667200;84.511000;208.108000;130.221800;254.068000;151.424400;304.298000;134.494000;322.848000;85.527600;
1325;0.801521;300.188000;39.018200;254.084000;17.914800;204.006000;34.915800;185.602800;85.071800;208.062000;130.617400;253.834000;151.673600;303.944000;134.849800;322.522000;86.004800;
1326;0.784599;300.310000;38.326000;254.110000;17.142960;203.964000;34.328200;185.558800;84.518000;207.906000;130.230400;253.882000;151.416000;304.032000;134.392200;322.582000;85.479800;
1327;0.747967;300.208000;39.113600;254.040000;17.985840;203.878000;35.036200;185.439600;85.288600;207.904000;130.931800;253.804000;152.030800;303.976000;135.138600;322.554000;86.189200;
1328;0.747967;300.208000;39.113600;254.040000;17.985840;203.878000;35.036200;185.439600;85.288600;207.904000;130.931800;253.804000;152.030800;303.976000;135.138600;322.554000;86.189200;
1329;0.747967;300.208000;39.113600;254.040000;17.985840;203.878000;35.036200;185.439600;85.288600;207.904000;130.931800;253.804000;152.030800;303.976000;135.138600;322.554000;86.189200;
1330;0.706929;300.332000;38.389400;254.174000;17.273100;203.998000;34.354800;185.526800;84.576000;207.970000;130.256400;253.938000;151.403200;304.136000;134.474800;322.736000;85.503800;
1331;0.758439;300.138000;38.967800;254.028000;17.729480;203.856000;34.880000;185.574400;85.112400;207.912000;130.706600;253.792000;151.943200;303.976000;134.951000;322.410000;86.004600;
1332;0.741533;300.292000;38.366000;254.096000;17.234920;203.916000;34.324000;185.427200;84.512000;207.918000;130.232200;253.892000;151.369400;304.064000;134.456600;322.708000;85.479600;
1333;0.735356;300.314000;38.811200;254.098000;17.721940;204.010000;34.851600;185.508400;85.044400;207.920000;130.716000;253.850000;151.788800;303.982000;134.814000;322.620000;85.939000;
1334;0.725809;300.238000;38.290000;254.118000;17.222080;203.988000;34.250400;185.507800;84.411600;208.010000;130.078800;253.906000;151.144600;304.024000;134.292400;322.654000;85.374800;
1335;0.766077;300.114000;38.854200;254.054000;17.744280;203.886000;34.696200;185.564800;84.919800;208.030000;130.440600;253.838000;151.551600;304.010000;134.793000;322.506000;85.834000;
1336;0.698365;300.238000;38.137200;254.134000;17.050140;204.026000;34.103600;185.553800;84.232000;208.020000;129.891000;253.910000;150.982600;304.016000;134.097800;322.640000;85.216400;
1337;0.781786;300.112000;38.748200;254.134000;17.613420;203.998000;34.546400;185.740400;84.733800;208.162000;130.236400;253.924000;151.392000;304.088000;134.610000;322.478000;85.713600;
1338;0.717723;300.224000;38.037400;254.102000;16.841080;203.950000;33.941200;185.605200;84.130600;207.998000;129.801600;253.904000;151.016800;304.086000;134.081000;322.574000;85.129800;
1339;0.788716;300.252000;38.703600;254.090000;17.508400;203.862000;34.564200;185.473000;84.866200;207.956000;130.514200;253.880000;151.700400;304.126000;134.789800;322.644000;85.737400;
1340;0.785134;300.398000;38.120200;254.282000;17.011720;204.110000;34.049800;185.643000;84.225600;208.130000;129.948400;254.076000;151.053400;304.210000;134.182200;322.828000;85.231800;
1341;0.811849;300.518000;38.663200;254.342000;17.521440;204.200000;34.597600;185.732200;84.821400;208.200000;130.524000;254.112000;151.624600;304.282000;134.702200;322.878000;85.707200;
1342;0.811849;300.518000;38.663200;254.342000;17.521440;204.200000;34.597600;185.732200;84.821400;208.200000;130.524000;254.112000;151.624600;304.282000;134.702200;322.878000;85.707200;
1343;0.811849;300.518000;38.663200;254.342000;17.521440;204.200000;34.597600;185.732200;84.821400;208.200000;130.524000;254.112000;151.624600;304.282000;134.702200;322.878000;85.707200;
1344;0.715205;300.282000;38.167400;254.128000;16.965100;203.948000;34.046200;185.599200;84.285200;208.016000;129.939800;253.932000;151.137800;304.128000;134.234400;322.624000;85.250200;
1345;0.806105;300.262000;38.770600;254.140000;17.641400;203.996000;34.656000;185.607000;84.927000;208.034000;130.536400;253.906000;151.626800;304.086000;134.739000;322.576000;85.799800;
1346;0.754182;300.268000;38.108600;254.076000;17.090960;203.970000;34.155000;185.379600;84.268800;207.888000;130.022200;253.902000;151.062000;303.982000;134.173200;322.720000;85.311400;
1347;0.774193;300.288000;38.824600;254.198000;17.751640;204.110000;34.774800;185.696800;84.890200;208.132000;130.502600;253.994000;151.591800;304.082000;134.740400;322.662000;85.897200;
1348;0.763316;300.034000;38.328000;253.972000;17.190440;203.870000;34.241400;185.546200;84.370400;207.918000;129.965600;253.780000;151.109800;303.856000;134.227200;322.344000;85.395000;
1349;0.824601;300.488000;38.797000;254.288000;17.701820;204.090000;34.749400;185.584800;85.048400;208.072000;130.749400;254.028000;151.837800;304.262000;134.922600;322.890000;85.939000;
1350;0.781517;300.256000;38.350400;254.118000;17.248220;203.926000;34.213600;185.478200;84.451400;208.008000;130.100400;253.924000;151.192400;304.102000;134.397000;322.694000;85.451400;
1351;0.777010;300.272000;38.752400;254.012000;17.673440;203.808000;34.750800;185.262000;85.017400;207.766000;130.737400;253.802000;151.820200;304.000000;134.920200;322.692000;85.903400;
1352;0.789800;300.082000;38.431800;253.856000;17.352580;203.780000;34.547400;185.297600;84.641400;207.644000;130.411400;253.662000;151.489600;303.702000;134.481200;322.352000;85.589000;
1353;0.784950;299.952000;39.133800;253.768000;18.049920;203.620000;35.057800;185.198200;85.269800;207.690000;130.915600;253.598000;152.003800;303.768000;135.194600;322.354000;86.192000;
1354;0.759780;300.744000;38.768400;254.692000;17.469920;204.402000;34.467000;186.183000;84.802000;208.672000;130.389200;254.480000;151.709200;304.800000;134.880200;323.180000;85.820600;
1355;0.850321;301.552000;39.791000;255.418000;18.410500;205.172000;35.561200;186.914000;85.899800;209.338000;131.490000;255.174000;152.844600;305.468000;135.851000;323.884000;86.807400;
1356;0.843285;302.206000;39.566000;256.052000;18.164640;205.878000;35.402800;187.589000;85.647200;209.976000;131.307800;255.810000;152.644000;306.020000;135.552200;324.460000;86.639000;
1357;0.872809;302.452000;40.194000;256.156000;18.886960;205.940000;36.068000;187.523800;86.406400;210.024000;132.124000;255.934000;153.367400;306.228000;136.339800;324.808000;87.329200;
1358;0.721419;301.458000;40.054400;255.192000;18.915540;205.104000;35.964400;186.567000;86.259800;209.128000;131.891400;254.956000;152.975200;305.188000;136.040600;323.852000;87.079400;
1359;0.721419;301.458000;40.054400;255.192000;18.915540;205.104000;35.964400;186.567000;86.259800;209.128000;131.891400;254.956000;152.975200;305.188000;136.040600;323.852000;87.079400;
1360;0.721419;301.458000;40.054400;255.192000;18.915540;205.104000;35.964400;186.567000;86.259800;209.128000;131.891400;254.956000;152.975200;305.188000;136.040600;323.852000;87.079400;
1361;0.721419;301.458000;40.054400;255.192000;18.915540;205.104000;35.964400;186.567000;86.259800;209.128000;131.891400;254.956000;152.975200;305.188000;136.040600;323.852000;87.079400;
1362;0.790789;301.152000;39.607400;255.022000;18.482220;204.928000;35.552200;186.504200;85.763000;208.930000;131.333600;254.774000;152.448200;304.914000;135.523400;323.472000;86.673200;
1363;0.717827;301.176000;39.944800;254.850000;18.766700;204.792000;36.029800;186.241200;86.232200;208.656000;131.972000;254.614000;153.093600;304.742000;135.984800;323.436000;87.066400;
1364;0.824096;300.920000;39.158400;254.630000;18.028260;204.542000;35.249000;186.007000;85.405000;208.410000;131.186600;254.418000;152.281600;304.528000;135.236400;323.226000;86.328000;
1365;0.741305;300.410000;39.759200;254.174000;18.653020;204.072000;35.786400;185.553600;85.994800;207.990000;131.695400;253.940000;152.777200;304.088000;135.782200;322.734000;86.883400;
1366;0.795375;300.114000;39.019600;253.914000;17.912240;203.862000;35.113800;185.385200;85.203400;207.720000;130.924400;253.676000;152.015000;303.724000;134.986800;322.356000;86.113400;
1367;0.728235;299.816000;39.531000;253.578000;18.419100;203.462000;35.528600;184.984400;85.770400;207.408000;131.433400;253.332000;152.499200;303.488000;135.521000;322.096000;86.603600;
1368;0.815202;299.916000;38.765400;253.672000;17.592040;203.548000;34.835800;185.118200;85.008600;207.418000;130.799600;253.444000;151.929000;303.530000;134.832000;322.088000;85.915800;
1369;0.741239;300.018000;39.425600;253.712000;18.234100;203.534000;35.409200;185.107600;85.712000;207.492000;131.447800;253.460000;152.558600;303.664000;135.527400;322.224000;86.562000;
1370;0.808983;300.110000;39.055200;254.016000;17.943240;203.856000;34.967800;185.481400;85.149800;207.900000;130.783000;253.816000;151.910800;303.944000;135.046400;322.462000;86.125600;
1371;0.747797;300.384000;39.558600;254.122000;18.464980;203.964000;35.526400;185.420600;85.812000;207.950000;131.521200;253.872000;152.544000;304.074000;135.611400;322.750000;86.648400;
1372;0.747426;300.390000;38.886800;254.144000;17.815540;204.028000;34.970200;185.511600;85.132600;207.888000;130.898000;253.918000;151.948200;304.016000;134.941000;322.656000;86.057000;
1373;0.745328;300.408000;39.742600;254.194000;18.594480;204.074000;35.770000;185.663000;85.968200;208.008000;131.638800;253.934000;152.765800;304.074000;135.761600;322.650000;86.863800;
1374;0.709382;300.510000;39.041000;254.312000;17.951900;204.178000;34.997400;185.649000;85.292000;208.154000;130.964400;254.056000;152.011800;304.250000;135.079800;322.876000;86.104000;
1375;0.750638;300.520000;39.790000;254.340000;18.587220;204.104000;35.622400;185.730000;85.958600;208.246000;131.581400;254.094000;152.728000;304.338000;135.878600;322.900000;86.826400;
