FRAME;AVG INACCURACY;LM X;LM Y;LM Z;LM X;LM Y;LM Z;LM X;LM Y;LM Z;LM X;LM Y;LM Z;LM X;LM Y;LM Z;LM X;LM Y;LM Z;LM X;LM Y;LM Z;LM X;LM Y;LM Z;
1299;0.781888;300.008000;39.303400;121.323350;253.976000;18.287300;123.059038;204.010000;35.215400;132.627212;185.556800;85.329400;146.493300;208.002000;130.777400;153.611674;253.716000;151.757000;150.639585;303.766000;134.960600;138.588701;322.342000;86.241000;126.506336;
1300;0.711078;300.048000;38.734400;120.963000;253.952000;17.646660;122.577177;203.816000;34.506200;132.172354;185.418000;84.784200;146.347267;207.986000;130.333200;153.661006;253.722000;151.363400;150.739918;303.932000;134.649200;138.555873;322.472000;85.735400;126.312730;
1301;0.792109;299.980000;39.377200;121.394664;253.932000;18.299200;123.089119;203.806000;35.166600;132.563158;185.448000;85.380000;146.471258;207.972000;130.895200;153.592411;253.732000;151.947800;150.585576;303.888000;135.240600;138.481553;322.398000;86.381200;126.501693;
1302;0.748917;300.186000;38.665800;120.851387;254.062000;17.590740;122.525845;203.942000;34.501000;132.206863;185.413600;84.817800;146.355552;207.982000;130.374800;153.653495;253.764000;151.378800;150.724860;304.002000;134.559800;138.528659;322.596000;85.658600;126.208348;
1303;0.762664;300.210000;39.168600;121.146033;254.060000;18.160680;122.970611;203.870000;35.021400;132.502168;185.290200;85.374400;146.423715;207.926000;131.015200;153.571249;253.784000;151.953200;150.573495;304.032000;135.194400;138.410467;322.712000;86.282200;126.258008;
1304;0.811029;300.054000;38.575400;120.875375;253.976000;17.411480;122.411203;203.754000;34.297800;132.054289;185.417600;84.608000;146.323256;208.004000;130.099600;153.690563;253.748000;151.238800;150.762072;304.022000;134.536800;138.520965;322.536000;85.541000;126.226868;
1305;0.732307;300.064000;39.131400;121.216221;253.940000;18.113000;122.964578;203.856000;35.037000;132.516381;185.393400;85.271400;146.444452;207.874000;130.793000;153.594267;253.688000;151.775400;150.639521;303.832000;134.980200;138.556007;322.424000;86.116600;126.437725;
1306;0.730813;300.066000;38.483400;120.828015;253.960000;17.343700;122.370914;203.714000;34.239000;132.014497;185.325600;84.604600;146.295396;207.878000;130.180800;153.666395;253.728000;151.288800;150.762818;303.996000;134.526200;138.552138;322.516000;85.546600;126.261063;
1307;0.790515;300.166000;39.206200;121.221714;254.008000;18.088360;122.941345;203.840000;35.029800;132.508086;185.411000;85.328000;146.459931;207.956000;130.913200;153.597681;253.770000;151.960400;150.591458;303.996000;135.168400;138.461078;322.566000;86.271400;126.391613;
1308;0.740998;300.306000;38.396400;120.650765;254.156000;17.243880;122.260928;203.900000;34.191600;132.025000;185.470400;84.547000;146.331276;208.046000;130.159800;153.702052;253.908000;151.289200;150.750242;304.212000;134.478400;138.466204;322.778000;85.505400;126.082952;
1309;0.761084;300.144000;39.367000;121.335368;254.108000;18.261220;123.057936;204.042000;35.167000;132.634454;185.672400;85.373400;146.559449;208.168000;130.845000;153.650677;253.862000;151.884600;150.611838;304.000000;135.110400;138.482050;322.498000;86.257400;126.446134;
1310;0.809481;300.346000;38.434000;120.655195;254.116000;17.309380;122.319015;203.858000;34.279400;132.069148;185.391000;84.638400;146.328472;207.960000;130.320000;153.679550;253.886000;151.413800;150.734009;304.184000;134.607400;138.472988;322.808000;85.656200;126.103383;
1311;0.777544;300.452000;39.056200;120.980710;254.286000;18.035180;122.854857;204.278000;35.037600;132.613428;185.701200;85.208600;146.544275;208.202000;130.798400;153.672543;254.016000;151.744400;150.640642;304.122000;134.861600;138.472672;322.800000;86.096800;126.208928;
1312;0.716118;300.294000;38.335600;120.631513;254.108000;17.196700;122.237902;203.934000;34.256200;132.077452;185.489800;84.506000;146.341405;207.958000;130.142800;153.707188;253.890000;151.271600;150.780059;304.080000;134.368000;138.574665;322.660000;85.432600;126.170021;
1313;0.778530;300.374000;39.049600;121.028966;254.196000;17.855540;122.737092;204.018000;34.869600;132.460564;185.569800;85.188200;146.501779;208.132000;130.785600;153.668451;253.958000;151.901600;150.616473;304.190000;135.038800;138.420945;322.784000;86.082400;126.228227;
1314;0.713406;300.330000;38.388600;120.653851;254.198000;17.187420;122.222622;203.964000;34.139600;132.020399;185.591600;84.507000;146.382140;208.136000;130.083800;153.752284;253.962000;151.246000;150.787610;304.244000;134.439600;138.492592;322.756000;85.454600;126.118791;
1315;0.733749;300.380000;38.907600;120.945352;254.176000;17.835400;122.732752;204.154000;34.870800;132.501982;185.638800;85.064800;146.512401;208.116000;130.666400;153.691055;253.940000;151.675600;150.687651;304.066000;134.775200;138.534405;322.708000;85.965400;126.263977;
1316;0.698787;300.314000;38.221600;120.564217;254.140000;17.120160;122.187348;203.998000;34.102200;132.017035;185.570200;84.351800;146.357320;208.060000;129.943800;153.766905;253.936000;151.020600;150.857824;304.126000;134.206000;138.595272;322.700000;85.317200;126.132928;
1317;0.740803;300.236000;39.105200;121.146184;254.116000;17.890280;122.788820;203.926000;34.894800;132.471881;185.562800;85.223400;146.526136;208.064000;130.764600;153.678531;253.872000;151.919800;150.639342;304.114000;135.044000;138.470002;322.606000;86.067400;126.357533;
1318;0.707040;300.212000;38.468600;120.773341;254.110000;17.315080;122.349635;204.008000;34.277000;132.132537;185.629200;84.551600;146.425509;208.112000;130.085000;153.767517;253.876000;151.179800;150.829625;304.066000;134.338400;138.605205;322.546000;85.434600;126.264812;
1319;0.819851;300.462000;38.908800;120.905562;254.260000;17.805440;122.706798;204.144000;34.863000;132.512930;185.617600;85.092400;146.529856;208.136000;130.736000;153.702547;254.022000;151.799200;150.656044;304.204000;134.905600;138.448887;322.874000;86.015400;126.159591;
1320;0.752052;300.408000;38.389000;120.619220;254.242000;17.123700;122.183895;203.934000;34.132600;132.038392;185.620400;84.526200;146.426220;208.120000;130.176800;153.765261;254.030000;151.414000;150.753857;304.362000;134.558400;138.422540;322.818000;85.537800;126.096962;
1321;0.804455;300.308000;39.011400;121.055197;254.150000;17.767040;122.699247;204.036000;34.933800;132.536352;185.717200;85.158200;146.580924;208.036000;130.772800;153.686051;253.902000;151.986800;150.626734;304.090000;134.964800;138.498565;322.536000;86.073000;126.410482;
1322;0.742729;300.242000;38.318400;120.672089;254.096000;17.135800;122.224470;203.916000;34.169000;132.064262;185.525400;84.409000;146.380091;207.996000;130.078000;153.762744;253.886000;151.226400;150.826704;304.074000;134.355000;138.605053;322.606000;85.403400;126.221206;
1323;0.795248;300.412000;39.001200;120.997934;254.176000;17.819240;122.743139;204.064000;34.959800;132.566723;185.605800;85.183000;146.557716;208.056000;130.818600;153.691986;253.936000;151.940400;150.640865;304.092000;134.967800;138.502801;322.706000;86.044800;126.290326;
1324;0.723958;300.484000;38.349400;120.561120;254.286000;17.156020;122.212865;204.060000;34.249200;132.149383;185.667200;84.511000;146.451102;208.108000;130.221800;153.769277;254.068000;151.424400;150.755281;304.298000;134.494000;138.472462;322.848000;85.527600;126.080568;
1325;0.801521;300.188000;39.018200;121.136081;254.084000;17.914800;122.837140;204.006000;34.915800;132.533121;185.602800;85.071800;146.542038;208.062000;130.617400;153.723252;253.834000;151.673600;150.730344;303.944000;134.849800;138.603380;322.522000;86.004800;126.416877;
1326;0.784599;300.310000;38.326000;120.651119;254.110000;17.142960;122.239638;203.964000;34.328200;132.183374;185.558800;84.518000;146.426800;207.906000;130.230400;153.745721;253.882000;151.416000;150.794344;304.032000;134.392200;138.634965;322.582000;85.479800;126.267803;
1327;0.747967;300.208000;39.113600;121.190350;254.040000;17.985840;122.905996;203.878000;35.036200;132.582863;185.439600;85.288600;146.538713;207.904000;130.931800;153.670731;253.804000;152.030800;150.653084;303.976000;135.138600;138.551627;322.554000;86.189200;126.442280;
1328;0.747967;300.208000;39.113600;121.193165;254.040000;17.985840;122.908592;203.878000;35.036200;132.586030;185.439600;85.288600;146.542768;207.904000;130.931800;153.675386;253.804000;152.030800;150.657980;303.976000;135.138600;138.556228;322.554000;86.189200;126.445973;
1329;0.747967;300.208000;39.113600;121.190628;254.040000;17.985840;122.905240;203.878000;35.036200;132.584820;185.439600;85.288600;146.545045;207.904000;130.931800;153.679988;253.804000;152.030800;150.663369;303.976000;135.138600;138.560282;322.554000;86.189200;126.446602;
1330;0.706929;300.332000;38.389400;120.679180;254.174000;17.273100;122.330121;203.998000;34.354800;132.211388;185.526800;84.576000;146.440846;207.970000;130.256400;153.772605;253.938000;151.403200;150.811050;304.136000;134.474800;138.587194;322.736000;85.503800;126.173548;
1331;0.758439;300.138000;38.967800;121.140917;254.028000;17.729480;122.708044;203.856000;34.880000;132.490749;185.574400;85.112400;146.564002;207.912000;130.706600;153.718737;253.792000;151.943200;150.700421;303.976000;134.951000;138.600807;322.410000;86.004600;126.513896;
1332;0.741533;300.292000;38.366000;120.694056;254.096000;17.234920;122.319854;203.916000;34.324000;132.183378;185.427200;84.512000;146.407462;207.918000;130.232200;153.780622;253.892000;151.369400;150.840511;304.064000;134.456600;138.640062;322.708000;85.479600;126.198285;
1333;0.735356;300.314000;38.811200;120.953473;254.098000;17.721940;122.695923;204.010000;34.851600;132.516038;185.508400;85.044400;146.539145;207.920000;130.716000;153.730455;253.850000;151.788800;150.743906;303.982000;134.814000;138.629451;322.620000;85.939000;126.359988;
1334;0.725809;300.238000;38.290000;120.681186;254.118000;17.222080;122.309745;203.988000;34.250400;132.161087;185.507800;84.411600;146.422902;208.010000;130.078800;153.823736;253.906000;151.144600;150.907003;304.024000;134.292400;138.696141;322.654000;85.374800;126.220920;
1335;0.766077;300.114000;38.854200;121.096545;254.054000;17.744280;122.726281;203.886000;34.696200;132.403851;185.564800;84.919800;146.545359;208.030000;130.440600;153.794273;253.838000;151.551600;150.821427;304.010000;134.793000;138.632985;322.506000;85.834000;126.427916;
1336;0.698365;300.238000;38.137200;120.594610;254.134000;17.050140;122.180752;204.026000;34.103600;132.092926;185.553800;84.232000;146.415961;208.020000;129.891000;153.860203;253.910000;150.982600;150.961301;304.016000;134.097800;138.742284;322.640000;85.216400;126.205863;
1337;0.781786;300.112000;38.748200;121.046709;254.134000;17.613420;122.625323;203.998000;34.546400;132.353630;185.740400;84.733800;146.579393;208.162000;130.236400;153.850879;253.924000;151.392000;150.862399;304.088000;134.610000;138.634488;322.478000;85.713600;126.435085;
1338;0.717723;300.224000;38.037400;120.554613;254.102000;16.841080;122.034122;203.950000;33.941200;131.989512;185.605200;84.130600;146.423138;207.998000;129.801600;153.876956;253.904000;151.016800;150.965684;304.086000;134.081000;138.723295;322.574000;85.129800;126.248026;
1339;0.788716;300.252000;38.703600;120.960134;254.090000;17.508400;122.566198;203.862000;34.564200;132.347004;185.473000;84.866200;146.529952;207.956000;130.514200;153.799139;253.880000;151.700400;150.805423;304.126000;134.789800;138.605100;322.644000;85.737400;126.342405;
1340;0.785134;300.398000;38.120200;120.528210;254.282000;17.011720;122.154685;204.110000;34.049800;132.104358;185.643000;84.225600;146.466929;208.130000;129.948400;153.896272;254.076000;151.053400;150.948260;304.210000;134.182200;138.662360;322.828000;85.231800;126.110399;
1341;0.811849;300.518000;38.663200;120.799112;254.342000;17.521440;122.543297;204.200000;34.597600;132.451839;185.732200;84.821400;146.616989;208.200000;130.524000;153.851076;254.112000;151.624600;150.807248;304.282000;134.702200;138.553506;322.878000;85.707200;126.183709;
1342;0.811849;300.518000;38.663200;120.807387;254.342000;17.521440;122.552761;204.200000;34.597600;132.459993;185.732200;84.821400;146.622257;208.200000;130.524000;153.854133;254.112000;151.624600;150.809307;304.282000;134.702200;138.556315;322.878000;85.707200;126.189169;
1343;0.811849;300.518000;38.663200;120.804373;254.342000;17.521440;122.549714;204.200000;34.597600;132.458422;185.732200;84.821400;146.622565;208.200000;130.524000;153.855463;254.112000;151.624600;150.810728;304.282000;134.702200;138.556673;322.878000;85.707200;126.187596;
1344;0.715205;300.282000;38.167400;120.635292;254.128000;16.965100;122.158812;203.948000;34.046200;132.082084;185.599200;84.285200;146.480565;208.016000;129.939800;153.893400;253.932000;151.137800;150.960600;304.128000;134.234400;138.709291;322.624000;85.250200;126.271103;
1345;0.806105;300.262000;38.770600;121.023160;254.140000;17.641400;122.688909;203.996000;34.656000;132.459677;185.607000;84.927000;146.614364;208.034000;130.536400;153.838640;253.906000;151.626800;150.849903;304.086000;134.739000;138.662452;322.576000;85.799800;126.432063;
1346;0.754182;300.268000;38.108600;120.618915;254.076000;17.090960;122.276929;203.970000;34.155000;132.163661;185.379600;84.268800;146.419640;207.888000;130.022200;153.880868;253.902000;151.062000;151.003480;303.982000;134.173200;138.812368;322.720000;85.311400;126.233940;
1347;0.774193;300.288000;38.824600;121.056563;254.198000;17.751640;122.777025;204.110000;34.774800;132.568477;185.696800;84.890200;146.652937;208.132000;130.502600;153.878367;253.994000;151.591800;150.868939;304.082000;134.740400;138.686436;322.662000;85.897200;126.411801;
1348;0.763316;300.034000;38.328000;120.897035;253.972000;17.190440;122.384225;203.870000;34.241400;132.204232;185.546200;84.370400;146.506689;207.918000;129.965600;153.904901;253.780000;151.109800;151.021655;303.856000;134.227200;138.882608;322.344000;85.395000;126.530807;
1349;0.824601;300.488000;38.797000;120.938447;254.288000;17.701820;122.731992;204.090000;34.749400;132.558100;185.584800;85.048400;146.656512;208.072000;130.749400;153.850789;254.028000;151.837800;150.812222;304.262000;134.922600;138.577154;322.890000;85.939000;126.269981;
1350;0.781517;300.256000;38.350400;120.799066;254.118000;17.248220;122.416584;203.926000;34.213600;132.213385;185.478200;84.451400;146.514621;208.008000;130.100400;153.919759;253.924000;151.192400;150.995488;304.102000;134.397000;138.744745;322.694000;85.451400;126.308128;
1351;0.777010;300.272000;38.752400;121.036382;254.012000;17.673440;122.763494;203.808000;34.750800;132.506393;185.262000;85.017400;146.557450;207.766000;130.737400;153.814691;253.802000;151.820200;150.860033;304.000000;134.920200;138.721251;322.692000;85.903400;126.409575;
1352;0.789800;300.082000;38.431800;120.953949;253.856000;17.352580;122.549405;203.780000;34.547400;132.389378;185.297600;84.641400;146.505478;207.644000;130.411400;153.839782;253.662000;151.489600;150.972106;303.702000;134.481200;138.949641;322.352000;85.589000;126.590728;
1353;0.784950;299.952000;39.133800;121.457537;253.768000;18.049920;123.107216;203.620000;35.057800;132.656520;185.198200;85.269800;146.596184;207.690000;130.915600;153.793321;253.598000;152.003800;150.852410;303.768000;135.194600;138.808456;322.354000;86.192000;126.721584;
1354;0.759780;300.744000;38.768400;120.802817;254.692000;17.469920;122.508604;204.402000;34.467000;132.488908;186.183000;84.802000;146.834274;208.672000;130.389200;154.019623;254.480000;151.709200;150.811552;304.800000;134.880200;138.334426;323.180000;85.820600;126.062552;
1355;0.850321;301.552000;39.791000;120.981612;255.418000;18.410500;123.114525;205.172000;35.561200;133.303590;186.914000;85.899800;147.282142;209.338000;131.490000;154.007223;255.174000;152.844600;150.428680;305.468000;135.851000;137.841920;323.884000;86.807400;125.777937;
1356;0.843285;302.206000;39.566000;120.480978;256.052000;18.164640;122.817991;205.878000;35.402800;133.367620;187.589000;85.647200;147.453894;209.976000;131.307800;154.133178;255.810000;152.644000;150.393198;306.020000;135.552200;137.605413;324.460000;86.639000;125.331717;
1357;0.872809;302.452000;40.194000;120.726434;256.156000;18.886960;123.357169;205.940000;36.068000;133.769128;187.523800;86.406400;147.577800;210.024000;132.124000;154.048576;255.934000;153.367400;150.190378;306.228000;136.339800;137.372842;324.808000;87.329200;125.229383;
1358;0.721419;301.458000;40.054400;121.208781;255.192000;18.915540;123.557251;205.104000;35.964400;133.539733;186.567000;86.259800;147.254344;209.128000;131.891400;153.942033;254.956000;152.975200;150.440887;305.188000;136.040600;137.971419;323.852000;87.079400;125.872824;
1359;0.721419;301.458000;40.054400;121.209805;255.192000;18.915540;123.557010;205.104000;35.964400;133.540478;186.567000;86.259800;147.257557;209.128000;131.891400;153.947295;254.956000;152.975200;150.447293;305.188000;136.040600;137.977473;323.852000;87.079400;125.876569;
1360;0.721419;301.458000;40.054400;121.217048;255.192000;18.915540;123.564419;205.104000;35.964400;133.547686;186.567000;86.259800;147.264259;209.128000;131.891400;153.953623;254.956000;152.975200;150.453520;305.188000;136.040600;137.983921;323.852000;87.079400;125.883444;
1361;0.721419;301.458000;40.054400;121.217163;255.192000;18.915540;123.564045;205.104000;35.964400;133.548292;186.567000;86.259800;147.266567;209.128000;131.891400;153.957125;254.956000;152.975200;150.457504;305.188000;136.040600;137.987347;323.852000;87.079400;125.885193;
1362;0.790789;301.152000;39.607400;121.121550;255.022000;18.482220;123.267450;204.928000;35.552200;133.277528;186.504200;85.763000;147.160395;208.930000;131.333600;153.996612;254.774000;152.448200;150.624958;304.914000;135.523400;138.216312;323.472000;86.673200;126.074863;
1363;0.717827;301.176000;39.944800;121.311843;254.850000;18.766700;123.514132;204.792000;36.029800;133.526804;186.241200;86.232200;147.166749;208.656000;131.972000;153.881679;254.614000;153.093600;150.483810;304.742000;135.984800;138.233941;323.436000;87.066400;126.184078;
1364;0.824096;300.920000;39.158400;120.977634;254.630000;18.028260;122.986797;204.542000;35.249000;133.021456;186.007000;85.405000;146.939564;208.410000;131.186600;153.936627;254.418000;152.281600;150.724001;304.528000;135.236400;138.464498;323.226000;86.328000;126.178312;
1365;0.741305;300.410000;39.759200;121.623793;254.174000;18.653020;123.542609;204.072000;35.786400;133.230806;185.553600;85.994800;146.904230;207.990000;131.695400;153.810701;253.940000;152.777200;150.664473;304.088000;135.782200;138.605171;322.734000;86.883400;126.644523;
1366;0.795375;300.114000;39.019600;121.341565;253.914000;17.912240;123.020120;203.862000;35.113800;132.795543;185.385200;85.203400;146.704449;207.720000;130.924400;153.860255;253.676000;152.015000;150.902025;303.724000;134.986800;138.920865;322.356000;86.113400;126.752011;
1367;0.728235;299.816000;39.531000;121.813056;253.578000;18.419100;123.462726;203.462000;35.528600;132.946654;184.984400;85.770400;146.680493;207.408000;131.433400;153.751261;253.332000;152.499200;150.826193;303.488000;135.521000;138.958465;322.096000;86.603600;127.037950;
1368;0.815202;299.916000;38.765400;121.294810;253.672000;17.592040;122.811230;203.548000;34.835800;132.562343;185.118200;85.008600;146.582909;207.418000;130.799600;153.828729;253.444000;151.929000;150.960580;303.530000;134.832000;139.047608;322.088000;85.915800;126.899408;
1369;0.741239;300.018000;39.425600;121.642561;253.712000;18.234100;123.300934;203.534000;35.409200;132.896574;185.107600;85.712000;146.716256;207.492000;131.447800;153.771582;253.460000;152.558600;150.802627;303.664000;135.527400;138.876957;322.224000;86.562000;126.945777;
1370;0.808983;300.110000;39.055200;121.369502;254.016000;17.943240;123.029948;203.856000;34.967800;132.713932;185.481400;85.149800;146.737320;207.900000;130.783000;153.921930;253.816000;151.910800;150.926816;303.944000;135.046400;138.815325;322.462000;86.125600;126.689699;
1371;0.747797;300.384000;39.558600;121.524400;254.122000;18.464980;123.412178;203.964000;35.526400;133.065226;185.420600;85.812000;146.845308;207.950000;131.521200;153.849774;253.872000;152.544000;150.762028;304.074000;135.611400;138.664772;322.750000;86.648400;126.600357;
1372;0.747426;300.390000;38.886800;121.109639;254.144000;17.815540;122.906231;204.028000;34.970200;132.752778;185.511600;85.132600;146.745826;207.888000;130.898000;153.910708;253.918000;151.948200;150.907971;304.016000;134.941000;138.798145;322.656000;86.057000;126.538591;
1373;0.745328;300.408000;39.742600;121.622933;254.194000;18.594480;123.498815;204.074000;35.770000;133.232595;185.663000;85.968200;146.957539;208.008000;131.638800;153.851143;253.934000;152.765800;150.702513;304.074000;135.761600;138.646349;322.650000;86.863800;126.718843;
1374;0.709382;300.510000;39.041000;121.140631;254.312000;17.951900;122.986642;204.178000;34.997400;132.806636;185.649000;85.292000;146.827995;208.154000;130.964400;153.955132;254.056000;152.011800;150.880727;304.250000;135.079800;138.664055;322.876000;86.104000;126.397824;
1375;0.750638;300.520000;39.790000;121.587498;254.340000;18.587220;123.468119;204.104000;35.622400;133.154772;185.730000;85.958600;146.980602;208.246000;131.581400;153.900170;254.094000;152.728000;150.692060;304.338000;135.878600;138.492177;322.900000;86.826400;126.532406;
1376;0.791129;300.790000;39.019800;120.970548;254.546000;17.839920;122.858064;204.316000;34.947000;132.807096;185.885400;85.254200;146.899629;208.362000;130.973600;153.991191;254.322000;152.118400;150.820036;304.546000;135.203400;138.495149;323.148000;86.192200;126.223843;
1377;0.759092;300.712000;39.618200;121.375541;254.524000;18.504400;123.369968;204.342000;35.550400;133.162768;185.821200;85.822400;146.984993;208.372000;131.507000;153.932362;254.262000;152.561000;150.716768;304.438000;135.685200;138.476109;323.114000;86.705800;126.357075;
1378;0.768929;300.268000;39.459200;121.519622;254.116000;18.255640;123.244643;203.952000;35.353800;132.959980;185.565800;85.630400;146.863948;207.968000;131.268800;153.890544;253.862000;152.424400;150.802324;304.032000;135.457000;138.714301;322.540000;86.461400;126.704750;
1379;0.768929;300.268000;39.459200;121.516419;254.116000;18.255640;123.243029;203.952000;35.353800;132.959200;185.565800;85.630400;146.862646;207.968000;131.268800;153.888061;253.862000;152.424400;150.798534;304.032000;135.457000;138.709492;322.540000;86.461400;126.700145;
1380;0.768929;300.268000;39.459200;121.513127;254.116000;18.255640;123.241372;203.952000;35.353800;132.958400;185.565800;85.630400;146.861309;207.968000;131.268800;153.885511;253.862000;152.424400;150.794640;304.032000;135.457000;138.704550;322.540000;86.461400;126.695414;
1381;0.768929;300.268000;39.459200;121.511703;254.116000;18.255640;123.237557;203.952000;35.353800;132.955921;185.565800;85.630400;146.862875;207.968000;131.268800;153.890594;253.862000;152.424400;150.801792;304.032000;135.457000;138.711323;322.540000;86.461400;126.698529;
1382;0.794907;300.520000;38.814600;120.979728;254.452000;17.654760;122.715482;204.344000;34.730200;132.675415;186.012800;84.872000;146.864029;208.412000;130.492800;154.053794;254.228000;151.633800;150.957181;304.328000;134.744600;138.675209;322.830000;85.865200;126.368788;
1383;0.733759;300.242000;39.390400;121.481688;254.154000;18.331400;123.284574;204.044000;35.276400;132.926910;185.641200;85.465600;146.856406;208.126000;131.023600;153.949181;253.920000;152.055600;150.895331;304.048000;135.281800;138.737256;322.622000;86.399400;126.630433;
1384;0.868302;300.574000;38.653000;120.847773;254.438000;17.537020;122.621578;204.260000;34.573200;132.561110;185.882200;84.776200;146.804811;208.320000;130.410400;154.053152;254.226000;151.562200;150.982732;304.426000;134.727200;138.634300;322.984000;85.758200;126.238958;
1385;0.768882;300.416000;39.457600;121.420613;254.362000;18.393920;123.289592;204.160000;35.304800;132.963826;185.736600;85.521200;146.898273;208.288000;131.099800;153.971580;254.120000;152.152800;150.849563;304.264000;135.426400;138.609074;322.876000;86.452000;126.461889;
1386;0.781700;300.362000;38.708800;120.991793;254.378000;17.545400;122.628580;204.264000;34.498800;132.511341;186.007200;84.662000;146.823145;208.418000;130.186600;154.098349;254.162000;151.322400;151.058262;304.260000;134.548000;138.750843;322.680000;85.636400;126.425210;
1387;0.762260;300.276000;39.220800;121.349257;254.308000;18.095980;123.062780;204.166000;35.024200;132.797983;185.846600;85.248800;146.886827;208.304000;130.712200;154.027414;254.074000;151.856400;150.942602;304.224000;135.079000;138.692992;322.680000;86.153000;126.538265;
1388;0.800071;300.384000;38.756600;121.004659;254.430000;17.652940;122.696621;204.342000;34.624200;132.600246;186.030000;84.713600;146.845478;208.462000;130.214800;154.113050;254.216000;151.354200;151.055996;304.296000;134.583600;138.737851;322.786000;85.710800;126.370109;
1389;0.784923;300.606000;39.179400;121.137929;254.376000;18.016180;122.980172;204.186000;35.110200;132.846987;185.724800;85.358600;146.870603;208.222000;131.064000;153.984011;254.174000;152.205400;150.854099;304.374000;135.290000;138.596762;323.002000;86.295400;126.347292;
1390;0.825922;300.652000;38.786800;120.870021;254.626000;17.511180;122.542112;204.402000;34.548200;132.559899;186.157000;84.779000;146.898620;208.602000;130.379600;154.123978;254.420000;151.631600;150.968689;304.584000;134.788400;138.569774;323.008000;85.800200;126.236487;
1391;0.726652;300.466000;39.255400;121.254753;254.372000;18.199660;123.113340;204.288000;35.154800;132.889037;185.812800;85.341600;146.895645;208.326000;130.909200;154.023414;254.142000;151.942800;150.932673;304.270000;135.139600;138.678993;322.882000;86.223400;126.416177;
1392;0.812925;300.726000;38.619400;120.716581;254.650000;17.402320;122.442017;204.432000;34.421800;132.484467;186.116600;84.717400;146.873569;208.572000;130.319800;154.130388;254.432000;151.549800;150.994182;304.688000;134.675800;138.537915;323.130000;85.633000;126.110804;
1393;0.805630;300.542000;39.241400;121.199578;254.452000;18.194300;123.090571;204.386000;35.162000;132.912109;185.926800;85.301800;146.925670;208.412000;130.924200;154.038472;254.224000;151.917600;150.931036;304.304000;135.090600;138.670793;322.894000;86.248200;126.411158;
1394;0.777149;300.578000;38.632200;120.801547;254.434000;17.438840;122.501904;204.282000;34.545200;132.521812;185.901800;84.738800;146.808431;208.346000;130.421600;154.084818;254.214000;151.576200;151.020370;304.358000;134.647600;138.712178;322.908000;85.730600;126.287368;
1395;0.829611;300.776000;39.420400;121.166384;254.652000;18.224120;123.064104;204.458000;35.275400;132.984543;186.121400;85.556000;147.036295;208.580000;131.180000;154.041816;254.428000;152.347200;150.800234;304.634000;135.469400;138.446326;323.136000;86.463000;126.280923;
1396;0.829611;300.776000;39.420400;121.163913;254.652000;18.224120;123.061864;204.458000;35.275400;132.984347;186.121400;85.556000;147.038410;208.580000;131.180000;154.045038;254.428000;152.347200;150.803373;304.634000;135.469400;138.447948;323.136000;86.463000;126.280086;
1397;0.829611;300.776000;39.420400;121.155025;254.652000;18.224120;123.049571;204.458000;35.275400;132.974674;186.121400;85.556000;147.035455;208.580000;131.180000;154.047597;254.428000;152.347200;150.808870;304.634000;135.469400;138.452324;323.136000;86.463000;126.278315;
1398;0.870508;300.896000;38.725800;120.660067;254.686000;17.505800;122.482282;204.484000;34.641800;132.604882;186.098200;84.890200;146.901488;208.534000;130.605400;154.108579;254.496000;151.835800;150.935009;304.724000;134.885400;138.501775;323.278000;85.880600;126.053323;
1399;0.750667;300.752000;39.405200;121.152014;254.486000;18.121720;122.985631;204.238000;35.297800;132.929508;185.779200;85.645000;146.940634;208.272000;131.366000;153.983217;254.256000;152.616600;150.775322;304.522000;135.583000;138.503313;323.114000;86.566800;126.319585;
1400;0.817045;300.476000;38.989200;121.047516;254.382000;17.730320;122.695440;204.156000;34.820000;132.627087;185.871400;85.091800;146.866041;208.256000;130.712600;154.058767;254.156000;151.977000;150.958528;304.380000;135.036000;138.666482;322.796000;86.040400;126.432433;
1401;0.792735;300.598000;39.670600;121.384600;254.468000;18.394560;123.181825;204.274000;35.539600;133.066436;185.974000;85.801200;147.030431;208.364000;131.419400;153.996344;254.246000;152.695400;150.763652;304.458000;135.716000;138.519408;322.918000;86.702400;126.482110;
1402;0.863602;300.740000;39.312400;121.091584;254.566000;18.006240;122.865226;204.392000;35.206400;132.898055;186.064400;85.438800;146.995999;208.464000;131.115200;154.056690;254.376000;152.400400;150.833902;304.570000;135.362800;138.530464;323.038000;86.416600;126.345491;
1403;0.778143;300.888000;39.869000;121.345631;254.708000;18.521080;123.230831;204.468000;35.725600;133.211011;186.204000;86.030000;147.150406;208.596000;131.692600;154.014841;254.478000;153.007400;150.670148;304.726000;135.989000;138.359309;323.176000;86.903200;126.355316;
1404;0.892049;301.080000;39.271800;120.882430;254.860000;18.013020;122.813765;204.598000;35.169400;132.911781;186.179200;85.501600;147.042468;208.652000;131.215000;154.083325;254.638000;152.439200;150.804218;304.892000;135.436800;138.375150;323.448000;86.433600;126.075100;
1405;0.797596;300.960000;39.744000;121.227799;254.744000;18.470760;123.175172;204.508000;35.638200;133.156101;186.133200;85.975400;147.111206;208.570000;131.645200;154.018542;254.504000;152.901200;150.703931;304.782000;135.879600;138.361301;323.308000;86.846400;126.258179;
