FRAME;AVG INACCURACY;LM X;LM Y;LM X;LM Y;LM X;LM Y;LM X;LM Y;LM X;LM Y;LM X;LM Y;LM X;LM Y;LM X;LM Y;
1433;1.160349;266.450000;66.282000;250.844000;60.104000;234.208000;65.198600;226.994000;81.842200;235.240000;97.478400;250.856000;103.605200;267.524000;98.492200;274.756000;82.573200;
1434;0.712113;266.906000;66.094600;251.040000;58.945600;233.822000;64.685400;227.442000;81.916800;235.172000;97.827200;251.052000;104.919600;268.308000;99.167200;274.698000;82.637800;
1435;0.824146;267.258000;67.276200;251.288000;59.707200;233.834000;65.730800;227.732000;83.200200;235.330000;99.207800;251.296000;106.720400;268.786000;100.685200;274.904000;83.935400;
1436;1.051249;267.334000;67.200600;251.410000;59.694400;234.050000;65.696200;227.988000;83.074800;235.502000;99.033200;251.424000;106.481400;268.822000;100.473600;274.898000;83.815400;
1437;1.006852;267.510000;68.195600;251.634000;60.721800;234.338000;66.726000;228.280000;84.035600;235.766000;99.952600;251.644000;107.369400;268.970000;101.362400;275.042000;84.761800;
1438;1.065363;267.622000;67.769000;251.704000;60.311600;234.462000;66.391200;228.352000;83.647400;235.796000;99.606200;251.716000;107.005200;268.990000;100.925000;275.110000;84.320000;
1439;0.953335;267.788000;68.512200;251.708000;61.038600;234.348000;67.179600;228.120000;84.550800;235.636000;100.673200;251.718000;108.086600;269.112000;101.942800;275.346000;85.199200;
1440;1.046161;268.072000;68.059000;251.980000;60.536400;234.660000;66.779200;228.478000;84.109600;235.894000;100.247800;251.990000;107.707000;269.340000;101.464000;275.532000;84.757600;
1441;1.055942;268.198000;68.706000;251.920000;61.159800;234.480000;67.493400;228.178000;84.944400;235.646000;101.268000;251.928000;108.750000;269.400000;102.414600;275.708000;85.547000;
1442;1.027582;268.384000;68.070800;252.064000;60.556600;234.648000;66.927800;228.280000;84.349800;235.746000;100.716400;252.072000;108.166600;269.516000;101.796800;275.890000;84.937800;
1443;1.019005;268.450000;68.529000;252.096000;61.028600;234.576000;67.313000;228.214000;84.842200;235.748000;101.241600;252.106000;108.676200;269.656000;102.392200;276.028000;85.445000;
1444;1.056424;268.548000;67.878200;252.208000;60.280600;234.652000;66.615000;228.374000;84.178000;235.870000;100.563200;252.216000;108.097800;269.800000;101.763200;276.086000;84.802400;
1445;1.062126;268.594000;68.282400;252.164000;60.679600;234.520000;67.021800;228.184000;84.673400;235.736000;101.151400;252.172000;108.687600;269.844000;102.344800;276.192000;85.289400;
1446;1.047318;268.496000;67.322600;252.082000;59.683800;234.442000;66.041800;228.118000;83.690600;235.674000;100.147200;252.090000;107.721600;269.762000;101.366000;276.094000;84.312200;
1447;1.024358;267.474000;67.067600;251.126000;59.721600;233.502000;65.738400;226.958000;83.377000;234.782000;99.761800;251.138000;107.043400;268.796000;101.029600;275.360000;84.053800;
1448;1.006883;266.428000;64.836400;250.134000;57.988000;232.728000;63.698400;225.946000;81.106800;233.838000;97.441200;250.150000;104.232200;267.570000;98.534800;274.390000;81.861000;
1449;4.688150;260.272000;71.912200;247.210000;64.269600;231.136000;68.924600;226.206000;84.979000;234.058000;98.105400;247.206000;105.697400;263.278000;101.021000;268.192000;85.703000;
1450;-1;111.979000;61.820100;104.900000;59.622800;97.572200;61.481000;93.558600;68.862600;97.828900;75.913300;104.910000;78.095900;112.297000;76.249600;116.314000;69.182200;
1451;-1;93.834500;72.150800;87.493700;70.312700;81.188600;72.149900;78.270400;78.462000;81.111100;84.797200;87.461500;86.659500;93.738200;84.721300;96.665200;78.782500;
1452;-1;120.500000;57.510400;114.620000;55.586500;107.877000;56.647000;104.765000;63.398400;108.690000;69.296000;114.616000;71.185700;121.316000;70.156600;124.442000;63.754300;
1453;5.200956;268.478000;79.857200;255.622000;72.547200;240.118000;77.225800;235.388000;92.703200;242.660000;105.655000;255.604000;112.934000;271.094000;108.217400;275.872000;93.531800;
1454;2.284133;271.086000;65.868000;254.662000;58.312000;236.674000;64.288000;230.112000;82.288600;238.182000;98.758800;254.660000;106.265400;272.674000;100.272200;279.240000;83.074800;
1455;0.755485;272.188000;68.488800;256.498000;61.591200;239.470000;67.105600;232.986000;84.134600;240.792000;99.869200;256.494000;106.715400;273.540000;101.174600;280.062000;84.839600;
1456;0.677196;272.222000;68.488000;256.388000;61.344600;239.254000;67.143400;233.132000;84.275000;240.540000;100.162400;256.384000;107.247600;273.544000;101.426200;279.690000;85.009200;
1457;0.698270;272.366000;69.648000;256.698000;62.540200;239.618000;68.181000;233.600000;85.268200;241.036000;100.980000;256.694000;108.035000;273.800000;102.372600;279.848000;85.989000;
1458;0.817290;272.410000;69.617400;256.816000;62.439600;239.772000;68.112800;233.790000;85.162800;241.224000;100.801000;256.814000;107.922800;273.884000;102.234800;279.890000;85.809000;
1459;0.845499;272.478000;70.335000;256.936000;63.105200;239.946000;68.846400;234.080000;85.829800;241.386000;101.430800;256.934000;108.595400;273.940000;102.846800;279.838000;86.511400;
1460;0.830236;272.462000;69.890000;257.030000;62.745800;240.206000;68.451400;234.304000;85.276400;241.594000;100.758000;257.028000;107.846400;273.874000;102.128200;279.798000;85.917000;
1461;0.749254;272.188000;70.115800;256.692000;63.207000;239.954000;68.822400;233.858000;85.563600;241.194000;101.105800;256.690000;107.952200;273.458000;102.326400;279.580000;86.218800;
1462;0.654907;270.816000;68.553400;255.648000;62.041200;239.396000;67.444400;233.238000;83.693200;240.462000;98.911800;255.650000;105.366000;271.916000;99.960600;278.114000;84.470000;
1463;4.911335;267.488000;68.100200;252.158000;60.355400;234.550000;65.841200;228.510000;83.457200;236.762000;98.857400;252.144000;106.527000;269.776000;101.053800;275.826000;84.244000;
1464;-1;123.820000;50.277600;117.878000;48.420600;111.246000;49.542600;108.352000;56.168300;111.939000;62.118400;117.884000;63.943200;124.542000;62.823700;127.457000;56.621500;
1465;-1;118.149000;56.507800;111.855000;54.666500;105.323000;56.233900;102.130000;62.743100;105.534000;69.057600;111.835000;70.849300;118.360000;69.282800;121.579000;63.183500;
1466;-1;130.871000;44.606300;123.560000;41.579600;115.241000;43.570700;111.836000;51.888100;116.231000;59.219200;123.563000;62.226900;131.882000;60.221900;135.293000;52.341300;
1467;3.939025;269.764000;65.951400;253.940000;58.026600;235.468000;63.310800;228.922000;81.770600;238.032000;97.665800;253.932000;105.538800;272.410000;100.225000;278.986000;82.595200;
1468;1.492439;272.692000;66.574600;257.346000;60.229200;240.752000;65.282200;234.054000;81.883400;241.978000;97.266800;257.346000;103.567800;273.966000;98.493800;280.692000;82.614000;
1469;0.920542;273.010000;67.942400;257.736000;61.090800;240.962000;66.391400;234.838000;83.167600;242.446000;98.492000;257.734000;105.290000;274.536000;99.965000;280.686000;83.903200;
1470;0.881356;272.940000;68.237400;257.676000;61.386000;241.146000;66.923800;235.122000;83.457000;242.406000;98.764800;257.672000;105.571600;274.226000;100.012200;280.274000;84.179400;
1471;0.928049;273.256000;69.576800;258.002000;62.851800;241.646000;68.426200;235.508000;84.782200;242.746000;100.081000;258.000000;106.755600;274.376000;101.168400;280.544000;85.430200;
1472;0.970932;273.530000;70.772000;258.586000;63.968400;242.458000;69.559400;236.526000;85.676600;243.626000;100.676800;258.580000;107.425400;274.720000;101.833000;280.676000;86.266600;
1473;0.970932;273.530000;70.772000;258.586000;63.968400;242.458000;69.559400;236.526000;85.676600;243.626000;100.676800;258.580000;107.425400;274.720000;101.833000;280.676000;86.266600;
1474;0.970932;273.530000;70.772000;258.586000;63.968400;242.458000;69.559400;236.526000;85.676600;243.626000;100.676800;258.580000;107.425400;274.720000;101.833000;280.676000;86.266600;
1475;0.970932;273.530000;70.772000;258.586000;63.968400;242.458000;69.559400;236.526000;85.676600;243.626000;100.676800;258.580000;107.425400;274.720000;101.833000;280.676000;86.266600;
1476;0.996169;273.470000;70.409200;258.572000;63.681800;242.520000;69.226600;236.558000;85.267200;243.654000;100.218400;258.566000;106.892600;274.632000;101.346800;280.618000;85.866200;
1477;0.920778;273.578000;71.111000;258.754000;64.394000;242.766000;69.916200;236.882000;85.894800;243.914000;100.772600;258.750000;107.436200;274.752000;101.913600;280.660000;86.511000;
1478;1.027714;273.678000;70.545600;258.876000;63.864800;242.922000;69.364000;236.996000;85.310600;244.058000;100.166000;258.870000;106.797800;274.838000;101.294200;280.786000;85.923000;
1479;0.949199;273.614000;71.259200;258.840000;64.624600;242.996000;70.150600;237.074000;85.993200;244.058000;100.813200;258.836000;107.401800;274.698000;101.869400;280.638000;86.600000;
1480;0.969365;273.634000;70.580800;258.854000;63.945400;242.978000;69.460400;237.026000;85.326800;244.054000;100.158800;258.848000;106.747800;274.734000;101.229800;280.702000;85.914200;
1481;0.938370;273.554000;71.373000;258.856000;64.758800;243.038000;70.227600;237.194000;86.036400;244.138000;100.790600;258.852000;107.351000;274.682000;101.881400;280.552000;86.680000;
1482;0.988682;273.712000;70.536200;258.932000;63.930000;243.120000;69.485800;237.176000;85.281200;244.128000;100.118800;258.926000;106.672800;274.744000;101.118400;280.712000;85.899400;
1483;0.902689;273.516000;71.303400;258.856000;64.732800;243.056000;70.142600;237.184000;85.931600;244.170000;100.650000;258.850000;107.166600;274.660000;101.756000;280.556000;86.566600;
1484;0.961601;273.544000;70.712200;258.860000;64.135000;243.108000;69.623800;237.212000;85.360400;244.152000;100.104000;258.854000;106.624800;274.614000;101.139800;280.530000;85.956600;
1485;0.908957;273.524000;71.467600;258.884000;64.925800;243.122000;70.320200;237.226000;86.069200;244.224000;100.768400;258.878000;107.252200;274.654000;101.859800;280.574000;86.690200;
1486;0.896383;273.682000;70.852400;259.024000;64.253800;243.226000;69.691800;237.380000;85.474000;244.342000;100.190400;259.020000;106.736000;274.828000;101.299600;280.694000;86.087000;
1487;0.837844;273.684000;71.633200;259.060000;65.062000;243.296000;70.473600;237.486000;86.222800;244.412000;100.905600;259.056000;107.421400;274.828000;102.012400;280.658000;86.838400;
1488;0.856543;273.882000;70.930000;259.196000;64.428000;243.440000;69.843400;237.520000;85.582600;244.486000;100.324800;259.192000;106.776200;274.954000;101.362200;280.894000;86.182800;
1489;0.817770;273.700000;71.826600;259.148000;65.380200;243.548000;70.762400;237.732000;86.348400;244.570000;100.958400;259.142000;107.351800;274.748000;101.970200;280.584000;86.977000;
1490;0.866309;273.670000;71.230200;259.118000;64.786400;243.528000;70.173200;237.680000;85.749400;244.544000;100.356200;259.114000;106.748400;274.714000;101.363600;280.580000;86.343200;
1491;0.795369;273.802000;71.835200;259.256000;65.431200;243.690000;70.798800;237.846000;86.350400;244.686000;100.953600;259.250000;107.305400;274.824000;101.939200;280.688000;86.987200;
1492;0.849866;273.712000;71.337800;259.188000;65.016600;243.724000;70.381600;237.826000;85.832000;244.640000;100.410200;259.184000;106.679400;274.656000;101.318200;280.572000;86.424000;
1493;0.775810;273.702000;72.113000;259.248000;65.688200;243.718000;71.011800;237.936000;86.532600;244.778000;101.039200;259.246000;107.412600;274.788000;102.089200;280.590000;87.162800;
1494;0.774701;273.760000;72.148800;259.268000;65.820400;243.876000;71.231200;238.010000;86.611800;244.750000;101.162000;259.262000;107.436200;274.664000;102.027600;280.548000;87.214800;
1495;0.774701;273.760000;72.148800;259.268000;65.820400;243.876000;71.231200;238.010000;86.611800;244.750000;101.162000;259.262000;107.436200;274.664000;102.027600;280.548000;87.214800;
1496;0.850332;273.868000;71.403000;259.420000;65.060800;243.984000;70.394000;238.148000;85.813600;244.950000;100.318600;259.414000;106.606800;274.858000;101.276400;280.714000;86.388800;
1497;0.768887;273.748000;72.115400;259.304000;65.785400;243.908000;71.141000;238.116000;86.525800;244.840000;101.024400;259.300000;107.299200;274.708000;101.947200;280.518000;87.166200;
1498;0.858710;273.668000;71.469600;259.270000;65.181800;243.850000;70.436800;238.020000;85.838800;244.842000;100.293800;259.264000;106.529600;274.686000;101.277600;280.538000;86.451200;
1499;0.731747;273.794000;72.267600;259.392000;65.964600;243.974000;71.230800;238.172000;86.639000;244.970000;101.096400;259.388000;107.348200;274.816000;102.081400;280.636000;87.254800;
1500;0.842223;273.896000;71.482400;259.432000;65.131800;243.946000;70.437200;238.138000;85.912000;244.950000;100.428800;259.428000;106.729200;274.922000;101.424800;280.750000;86.514200;
1501;0.822451;273.928000;72.291200;259.554000;65.964400;244.186000;71.280000;238.456000;86.638000;245.154000;101.068200;259.550000;107.341400;274.926000;102.028400;280.676000;87.245800;
1502;0.846886;273.398000;71.504800;258.908000;65.197200;243.440000;70.507000;237.542000;85.960400;244.396000;100.507200;258.904000;106.758200;274.378000;101.452000;280.300000;86.567200;
1503;0.770110;273.042000;72.310200;258.646000;65.845600;243.160000;71.192200;237.476000;86.669800;244.234000;101.119000;258.642000;107.527000;274.140000;102.180800;279.846000;87.307600;
1504;0.831447;273.226000;71.622200;258.822000;65.207600;243.288000;70.471400;237.520000;85.991000;244.396000;100.451800;258.818000;106.809000;274.358000;101.547800;280.146000;86.584000;
1505;0.770041;273.206000;72.325400;258.770000;65.911800;243.286000;71.254600;237.508000;86.726600;244.310000;101.220400;258.764000;107.575200;274.258000;102.235000;280.054000;87.309200;
1506;0.856804;273.254000;71.538600;258.836000;65.151200;243.330000;70.426400;237.510000;85.920800;244.396000;100.395200;258.832000;106.726400;274.348000;101.453800;280.188000;86.511800;
1507;0.746902;273.204000;72.196800;258.764000;65.799400;243.336000;71.184200;237.584000;86.600400;244.306000;101.096200;258.760000;107.434800;274.198000;102.053200;279.974000;87.244000;
1508;0.864806;273.162000;71.553000;258.782000;65.168400;243.262000;70.388800;237.480000;85.896400;244.380000;100.333600;258.778000;106.660800;274.306000;101.443000;280.112000;86.511200;
1509;0.770338;273.256000;72.166800;258.832000;65.840200;243.420000;71.154400;237.596000;86.554600;244.388000;101.034600;258.826000;107.303800;274.248000;101.991400;280.098000;87.195400;
1510;0.889803;273.266000;71.521200;258.858000;65.142400;243.368000;70.421000;237.552000;85.896000;244.424000;100.362200;258.852000;106.684600;274.348000;101.407800;280.188000;86.506800;
1511;0.739128;273.158000;72.018400;258.748000;65.627600;243.262000;70.918400;237.488000;86.393800;244.318000;100.857800;258.742000;107.193600;274.240000;101.903600;280.036000;87.033000;
1512;0.723775;273.122000;70.956000;258.678000;64.655000;243.276000;69.988200;237.376000;85.370800;244.204000;99.876400;258.672000;106.123000;274.078000;100.793400;279.998000;85.977400;
1513;0.710387;272.110000;71.057000;257.904000;64.829200;242.620000;69.955000;236.750000;85.234200;243.672000;99.485800;257.896000;105.662200;273.198000;100.533000;279.090000;85.758600;
1514;0.557267;271.192000;68.560600;257.154000;62.479000;242.136000;67.551400;236.308000;82.563000;243.106000;96.623000;257.162000;102.656000;272.188000;97.593800;278.048000;83.259800;
1515;1.838821;268.898000;65.815200;254.264000;59.724200;238.260000;64.438400;231.968000;80.449200;239.602000;95.112400;254.266000;101.164200;270.292000;96.451400;276.594000;81.218200;
1516;-1;141.085000;60.875400;132.114000;58.057200;123.235000;60.948700;118.374000;69.971200;123.143000;78.935400;132.142000;81.759700;141.133000;78.949800;145.898000;70.262700;
1517;-1;121.574000;78.492400;113.497000;75.703700;105.327000;78.348100;101.198000;86.588200;105.469000;94.636300;113.508000;97.409900;121.730000;94.843400;125.816000;87.009800;
1518;-1;90.019200;78.654700;82.891200;75.538500;75.255700;78.226300;72.014800;85.915600;75.529300;93.190900;82.798100;96.240300;90.297800;93.482500;93.530900;86.196200;
1519;-1;86.716000;82.116000;80.144400;78.582000;72.615700;81.262200;70.105700;88.832900;73.340500;95.513800;80.062900;99.045300;87.456600;96.268600;89.928700;89.142000;
1520;-1;93.214600;80.245600;86.580600;76.900000;79.066200;79.498100;76.320700;87.035300;79.761900;93.756800;86.527600;97.099100;93.948400;94.471300;96.680800;87.278300;
1521;-1;85.792300;82.771400;78.766100;79.173400;71.044300;82.152700;68.560800;89.905600;71.539600;97.027700;78.700900;100.605000;86.296200;97.562300;88.729000;90.284100;
1522;-1;84.432000;82.398500;77.999100;78.785000;70.714800;81.625400;68.574900;88.944100;71.336400;95.474500;77.918100;99.089900;85.064900;96.161000;87.149800;89.264000;
1523;-1;89.264900;83.821400;81.957800;80.068400;74.153500;83.419100;71.616500;91.261500;74.381800;98.707500;81.853500;102.438000;89.532400;98.963000;92.017900;91.543800;
1524;-1;90.545300;80.347100;83.225400;76.423300;75.328100;79.855500;72.704300;87.789300;75.650300;95.258200;83.135800;99.117900;90.928200;95.604500;93.499400;88.046100;
1525;-1;91.400800;82.165400;84.353300;78.352900;76.478000;81.431500;74.055600;89.348900;77.063400;96.527200;84.267700;100.287000;92.052900;97.138700;94.426000;89.637000;
1526;-1;91.598600;82.499800;84.668700;78.742000;77.132700;82.002500;74.799900;89.575200;77.457700;96.677600;84.556000;100.382000;92.010800;97.007100;94.278500;89.785000;
1527;-1;84.975800;85.870700;78.003700;82.242000;70.530300;85.448700;68.156300;92.968800;70.788200;100.052000;77.899600;103.671000;85.261600;100.348000;87.552600;93.294300;
1528;-1;90.571000;82.824800;83.495800;78.606500;75.673800;82.142100;73.464000;90.027900;76.169900;97.235600;83.382700;101.416000;91.149100;97.758900;93.288100;90.318100;
1529;-1;81.686500;86.798000;74.951600;82.835300;67.553800;86.173100;65.395800;93.626100;67.991200;100.459000;74.846500;104.444000;82.129100;100.946000;84.194200;93.985000;
1530;-1;87.733700;82.623300;80.734800;78.699300;73.142600;82.101200;70.831700;89.733200;73.472500;96.871300;80.626800;100.757000;88.118700;97.227400;90.364100;90.022100;
1531;-1;85.677400;83.659000;78.719500;79.521900;71.106900;83.060000;69.007400;90.722200;71.529200;97.798400;78.617100;101.898000;86.137300;98.256700;88.172800;91.099000;
1532;-1;81.139100;86.207800;74.473000;82.546800;67.385700;85.831100;65.191300;92.958500;67.554600;99.736300;74.358200;103.407000;81.305000;99.947600;83.414400;93.259000;
1533;-1;84.386100;86.926600;77.473700;83.446300;69.829400;86.261200;67.377300;93.915800;70.393500;100.890000;77.404000;104.407000;84.924800;101.490000;87.320800;94.309700;
1534;-1;84.742000;84.848300;78.187700;81.124800;71.159800;84.469300;69.099600;91.514900;71.334200;98.224000;78.054600;101.905000;84.937000;98.409400;86.954300;91.853900;
1535;-1;84.742000;84.848300;78.187700;81.124800;71.159800;84.469300;69.099600;91.514900;71.334200;98.224000;78.054600;101.905000;84.937000;98.409400;86.954300;91.853900;
1536;-1;83.779000;82.263000;77.481600;78.737100;70.750200;81.945900;68.744000;88.700000;70.892100;95.146500;77.357600;98.653800;83.934100;95.308900;85.890000;88.971500;
1537;-1;85.526200;84.039900;78.830100;80.424700;71.639600;83.640000;69.312300;90.855000;71.879800;97.674800;78.730700;101.276000;85.775800;97.948200;88.045600;91.165400;
1538;-1;84.792300;82.999700;78.095400;79.131800;70.818300;82.512200;68.451100;89.821900;71.136700;96.639900;77.995400;100.474000;85.117600;97.005200;87.451000;90.158000;
1539;-1;83.234600;83.050000;76.868400;79.294200;69.800600;82.448500;67.790300;89.529500;70.255900;96.005300;76.767400;99.769500;83.667800;96.493700;85.630700;89.872000;
1540;-1;81.194700;81.582200;74.953500;77.891700;67.893100;80.873300;65.883000;87.928600;68.471800;94.282900;74.860900;97.978400;81.743700;94.892700;83.706900;88.278100;
1541;-1;81.565600;83.126700;75.426200;79.581000;68.561200;82.510100;66.646400;89.375000;69.025600;95.634700;75.318400;99.187900;82.003700;96.129400;83.864300;89.722600;
1542;-1;82.695400;81.151400;76.551000;77.364300;69.533400;80.373400;67.771400;87.409000;70.173900;93.670000;76.452600;97.428800;83.338400;94.341900;85.055500;87.758400;
1543;-1;82.777000;83.566600;76.511900;80.117800;69.513800;82.887900;67.666700;89.897000;70.036100;96.248100;76.418300;99.721500;83.267700;96.806200;85.053100;90.268700;
1544;-1;81.013000;81.521600;74.872400;78.029100;67.957200;80.847900;66.106200;87.765000;68.450300;94.029100;74.760800;97.540200;81.483800;94.556300;83.276100;88.027500;
1545;-1;83.984300;80.017800;77.798400;76.311200;70.726700;79.215300;69.030100;86.304100;71.366500;92.612400;77.698400;96.286300;84.635800;93.285200;86.288500;86.661100;
1546;-1;84.862400;82.219500;78.574500;78.783600;71.463400;81.442000;69.535600;88.594800;72.106300;94.926600;78.499800;98.419900;85.487200;95.640900;87.348900;88.919200;
1547;-1;83.237900;84.238100;76.929800;80.753800;69.904200;83.601500;67.864300;90.642300;70.380500;97.060900;76.829900;100.562000;83.701000;97.561300;85.680500;90.989200;
1548;-1;79.774400;83.348800;73.672300;79.902200;66.538000;82.390100;64.763100;89.528100;67.377800;95.708000;73.593400;99.184300;80.566400;96.587400;82.290800;89.919200;
1549;-1;81.728000;86.595200;75.621800;83.288300;68.491100;85.628700;66.540700;92.789000;69.326300;98.953100;75.537700;102.310000;82.531300;99.831700;84.407800;93.195300;
1550;-1;80.692600;84.408200;74.729100;81.141200;67.674500;83.365100;65.632100;90.449200;68.594500;96.454400;74.654800;99.782700;81.566000;97.438600;83.538300;90.811400;
1551;-1;81.150900;84.080200;74.960700;80.629400;67.840200;83.156700;65.888800;90.339200;68.581300;96.585400;74.871800;100.075000;81.864200;97.396000;83.742700;90.676800;
1552;-1;81.150900;84.080200;74.960700;80.629400;67.840200;83.156700;65.888800;90.339200;68.581300;96.585400;74.871800;100.075000;81.864200;97.396000;83.742700;90.676800;
1553;-1;81.150900;84.080200;74.960700;80.629400;67.840200;83.156700;65.888800;90.339200;68.581300;96.585400;74.871800;100.075000;81.864200;97.396000;83.742700;90.676800;
1554;-1;81.801500;84.622700;75.589400;81.194700;68.419400;83.706700;66.335700;90.940900;69.171000;97.217800;75.497600;100.682000;82.559500;98.031100;84.538800;91.295300;
1555;-1;80.438800;84.323400;73.928100;80.740600;66.646200;83.582300;64.607300;90.923900;67.225400;97.508300;73.839600;101.098000;81.014600;98.145700;82.992000;91.294400;
1556;-1;87.209100;82.472900;80.667200;79.015700;73.322000;81.751000;71.120200;89.148000;73.909700;95.790800;80.580900;99.231700;87.829600;96.413000;89.989400;89.509700;
1557;-1;81.294700;84.895200;75.072600;81.195700;67.926400;84.002300;66.085600;91.201800;68.645900;97.509100;74.970800;101.224000;82.014000;98.270700;83.775300;91.540400;
1558;-1;78.358300;87.145600;72.252600;83.810600;65.155100;86.181300;63.057600;93.331900;65.934200;99.504200;72.160400;102.883000;79.124100;100.348000;81.122900;93.700000;
1559;-1;79.956400;86.012700;73.588900;82.423000;66.372900;85.211000;64.287900;92.478700;67.034000;98.923100;73.501400;102.544000;80.600400;99.625100;82.601800;92.836000;
1560;-1;84.519900;83.455500;77.693700;79.523400;70.143700;82.756600;68.130100;90.377100;70.677100;97.280400;77.599800;101.203000;85.076800;97.854700;87.016100;90.778000;
1561;-1;78.129400;86.200900;71.895100;82.478000;64.595100;85.126700;62.874700;92.475600;65.535600;98.735600;71.822200;102.509000;79.013000;99.742800;80.639700;92.928400;
1562;-1;77.235800;87.999400;70.937200;84.516300;63.763700;87.111900;61.801700;94.330100;64.511500;100.660000;70.865400;104.202000;77.935000;101.468000;79.816400;94.762200;
1563;-1;84.977500;85.782500;78.256600;81.849500;70.811000;85.097100;68.765500;92.606500;71.317000;99.428100;78.148000;103.360000;85.500400;99.974900;87.464800;93.011300;
1564;-1;79.347700;85.668000;72.951500;82.045600;65.636000;84.795100;63.637400;92.142600;66.381900;98.616200;72.866700;102.260000;80.066300;99.399600;81.984000;92.574500;
1565;-1;86.016400;83.911200;79.143100;79.822100;71.441500;83.099500;69.407000;90.882300;72.074400;97.840600;79.049500;101.919000;86.677800;98.530200;88.619700;91.321100;
1566;-1;86.300100;84.410200;79.394100;80.437800;71.758700;83.713300;69.585400;91.429300;72.279100;98.432400;79.298400;102.401000;86.842700;99.005100;88.934500;91.857300;
1567;-1;84.401600;85.860200;77.790000;81.935100;70.307800;84.989500;68.299000;92.549200;71.018900;99.207400;77.709400;103.169000;85.114500;99.979900;87.013400;92.970600;
1568;-1;85.089100;82.763000;78.551200;78.623500;71.019500;81.765900;69.119500;89.391900;71.830300;95.985000;78.459500;100.145000;85.929800;96.870100;87.707200;89.806100;
1569;-1;83.225900;83.326600;76.729900;79.301500;69.328300;82.405500;67.434400;89.895900;70.059500;96.444100;76.637200;100.488000;83.966700;97.240700;85.742600;90.325600;
1570;-1;85.688300;84.233200;78.875700;80.199100;71.195000;83.379200;69.035000;91.132600;71.878000;98.015600;78.784800;102.057000;86.381000;98.750200;88.438500;91.584900;
1571;-1;81.504500;84.913800;75.077700;80.995400;67.845400;84.112300;65.921000;91.416600;68.459600;97.915400;74.978100;101.857000;82.109400;98.587400;83.917200;91.830800;
1572;-1;84.614200;83.886300;77.887900;79.809500;70.252900;82.974400;68.210900;90.704700;70.971400;97.494300;77.799900;101.584000;85.352900;98.287700;87.267900;91.146900;
1573;-1;79.734500;87.408000;73.588900;83.709900;66.461400;86.416500;64.611200;93.625700;67.283300;99.809500;73.509700;103.570000;80.531900;100.714000;82.255100;94.042400;
1574;-1;85.079800;84.347600;78.191700;80.296500;70.540500;83.588700;68.285500;91.335700;71.093200;98.313100;78.092700;102.358000;85.658100;98.927700;87.806900;91.767500;
1575;-1;78.144400;86.843100;72.125500;83.195600;64.901100;85.625100;63.240400;92.917000;65.969600;98.958800;72.055900;102.668000;79.178000;100.102000;80.701200;93.360900;
1576;-1;80.920800;84.354500;74.725700;80.531800;67.524300;83.344900;65.757300;90.624900;68.348100;96.876800;74.629700;100.727000;81.729900;97.772400;83.380200;91.067100;
1577;-1;80.940800;85.280000;74.465200;81.394100;67.037100;84.310500;65.013100;91.838700;67.826700;98.343100;74.380900;102.288000;81.713800;99.223200;83.604600;92.283600;
1578;-1;85.092700;82.455100;78.614400;78.352000;71.132100;81.464300;69.259100;89.035800;71.962500;95.565100;78.527700;99.688200;85.954300;96.456100;87.689400;89.430300;
1579;-1;81.943100;84.703800;75.827200;80.968800;68.608000;83.584900;66.788500;90.901100;69.540400;97.046600;75.740800;100.850000;82.857500;98.078100;84.553800;91.245700;
1580;-1;82.826800;87.084600;76.230700;83.331900;68.895500;86.329500;66.724300;93.756100;69.470500;100.393000;76.146400;104.198000;83.394400;101.048000;85.444800;94.188700;
1581;-1;79.555900;85.146800;73.572000;81.380800;66.268200;83.798900;64.664900;91.191800;67.464500;97.175600;73.499000;101.028000;80.711800;98.459200;82.163700;91.603600;
1582;-1;82.462300;84.322700;76.302700;80.608900;69.070700;83.238500;67.167300;90.555500;69.982500;96.753000;76.226400;100.508000;83.377200;97.747700;85.167700;90.957400;
1583;-1;81.657400;82.847200;75.369400;79.115000;68.073200;81.834600;66.136100;89.221400;68.908200;95.558700;75.293700;99.315900;82.508000;96.481400;84.330100;89.635700;
1584;-1;84.441400;82.572000;77.754200;78.670000;70.272400;81.793900;68.186000;89.351000;70.872400;96.129300;77.666200;100.016000;85.074600;96.785100;87.074100;89.753300;
1585;-1;84.031800;81.947500;77.518900;77.999300;70.015900;80.946500;68.145600;88.534400;70.864600;95.081100;77.448300;99.072800;84.883500;96.006100;86.645700;88.926300;
1586;-1;82.835400;85.473200;76.266600;81.682500;68.635500;84.426300;66.576700;92.125700;69.540300;98.767500;76.201200;102.556000;83.754400;99.728200;85.718400;92.589600;
1587;-1;80.825100;84.426300;74.538800;80.789000;67.332600;83.511200;65.394400;90.789100;68.081400;97.130600;74.459000;100.799000;81.564100;97.951100;83.397100;91.194700;
1588;-1;80.825100;84.426300;74.538800;80.789000;67.332600;83.511200;65.394400;90.789100;68.081400;97.130600;74.459000;100.799000;81.564100;97.951100;83.397100;91.194700;
1589;-1;80.825100;84.426300;74.538800;80.789000;67.332600;83.511200;65.394400;90.789100;68.081400;97.130600;74.459000;100.799000;81.564100;97.951100;83.397100;91.194700;
1590;-1;80.825100;84.426300;74.538800;80.789000;67.332600;83.511200;65.394400;90.789100;68.081400;97.130600;74.459000;100.799000;81.564100;97.951100;83.397100;91.194700;
