FRAME;X;Y;Z;
1659;0.190638;0.030586;0.981184;
1660;0.189404;0.026829;0.981533;
1661;0.187388;0.029688;0.981837;
1662;0.187088;0.029948;0.981887;
1663;0.186781;0.030148;0.981939;
1664;0.186188;0.027337;0.982134;
1665;0.186507;0.030667;0.981975;
1666;0.185983;0.027331;0.982173;
1667;0.185956;0.031844;0.982042;
1668;0.185299;0.028504;0.982269;
1669;0.185246;0.033956;0.982105;
1670;0.185676;0.029788;0.982159;
1671;0.185071;0.034282;0.982127;
1672;0.185238;0.031977;0.982173;
1673;0.185960;0.026776;0.982192;
1674;0.196527;-0.048179;0.979314;
1675;0.209981;-0.108968;0.971614;
1676;0.200993;-0.145523;0.968723;
1677;0.211930;-0.138420;0.967433;
1678;0.207020;-0.177265;0.962143;
1679;0.226065;-0.179464;0.957438;
1680;0.231889;-0.187115;0.954576;
1681;0.232142;-0.179586;0.955960;
1682;0.232584;-0.181863;0.955422;
1683;0.233342;-0.175340;0.956456;
1684;0.232101;-0.177726;0.956317;
1685;0.230687;-0.172292;0.957653;
1686;0.229567;-0.175437;0.957351;
1687;0.227806;-0.169921;0.958766;
1688;0.224881;-0.174703;0.958597;
1689;0.223053;-0.169684;0.959924;
1690;0.222084;-0.172697;0.959612;
1691;0.222188;-0.165214;0.960904;
1692;0.221898;-0.165027;0.961003;
1693;0.221784;-0.160586;0.961782;
1694;0.225341;-0.163732;0.960424;
1695;0.228684;-0.160008;0.960261;
1696;0.227169;-0.162144;0.960262;
1697;0.227506;-0.159197;0.960675;
1698;0.227624;-0.163439;0.959935;
1699;0.227354;-0.162232;0.960204;
1700;0.226083;-0.167513;0.959597;
1701;0.220751;-0.170135;0.960377;
1702;0.220385;-0.169718;0.960534;
1703;0.219823;-0.169310;0.960735;
1704;0.217133;-0.175278;0.960276;
1705;0.214510;-0.173542;0.961181;
1706;0.212244;-0.181300;0.960251;
1707;0.209603;-0.180629;0.960958;
1708;0.207304;-0.186227;0.960388;
1709;0.204750;-0.184173;0.961331;
1710;0.202889;-0.188755;0.960837;
1711;0.201789;-0.186578;0.961494;
1712;0.199996;-0.190173;0.961164;
1713;0.200166;-0.187376;0.961678;
1714;0.198649;-0.190563;0.961366;
1715;0.198486;-0.188929;0.961722;
1716;0.197774;-0.192245;0.961211;
1717;0.199218;-0.190396;0.961281;
1718;0.198546;-0.190131;0.961473;
1719;0.197870;-0.189924;0.961653;
1720;0.198121;-0.195686;0.960445;
1721;0.198735;-0.192771;0.960908;
1722;0.199103;-0.198980;0.959565;
1723;0.198922;-0.196305;0.960153;
1724;0.199880;-0.202745;0.958615;
1725;0.198386;-0.201175;0.959256;
1726;0.197000;-0.205853;0.958549;
1727;0.197041;-0.204301;0.958872;
1728;0.195895;-0.208021;0.958307;
1729;0.195757;-0.204566;0.959079;
1730;0.194364;-0.207498;0.958732;
1731;0.194252;-0.203808;0.959546;
1732;0.193993;-0.206662;0.958988;
1733;0.193868;-0.202211;0.959961;
1734;0.194503;-0.203959;0.959463;
1735;0.195257;-0.193563;0.961461;
1736;0.195329;-0.193522;0.961455;
1737;0.195383;-0.193579;0.961433;
1738;0.196360;-0.194512;0.961045;
1739;0.196635;-0.188644;0.962158;
1740;0.198352;-0.190334;0.961472;
1741;0.199716;-0.183587;0.962502;
1742;0.201661;-0.185344;0.961759;
1743;0.203761;-0.178063;0.962692;
1744;0.205744;-0.179210;0.962057;
1745;0.206772;-0.172082;0.963137;
1746;0.208386;-0.173108;0.962605;
1747;0.209770;-0.166944;0.963393;
1748;0.210765;-0.168952;0.962826;
1749;0.211423;-0.163667;0.963594;
1750;0.212701;-0.165133;0.963062;
1751;0.213652;-0.161406;0.963484;
1752;0.213363;-0.162976;0.963284;
1753;0.214843;-0.158195;0.963751;
1754;0.214956;-0.160660;0.963318;
1755;0.215710;-0.156223;0.963879;
1756;0.216083;-0.158721;0.963388;
1757;0.215807;-0.154653;0.964111;
1758;0.216736;-0.157243;0.963483;
1759;0.216807;-0.153900;0.964007;
1760;0.217354;-0.156322;0.963494;
1761;0.216995;-0.153082;0.964095;
1762;0.216764;-0.156551;0.963590;
1763;0.217292;-0.153057;0.964032;
1764;0.217518;-0.155951;0.963517;
1765;0.217607;-0.151880;0.964147;
1766;0.217486;-0.154602;0.963742;
1767;0.217909;-0.150577;0.964283;
1768;0.217769;-0.153109;0.963916;
1769;0.217550;-0.148823;0.964637;
1770;0.218077;-0.152174;0.963995;
1771;0.217587;-0.147266;0.964867;
1772;0.217039;-0.146082;0.965171;
1773;0.217062;-0.146409;0.965116;
1774;0.216862;-0.150986;0.964455;
1775;0.216140;-0.146118;0.965367;
1776;0.216973;-0.149984;0.964587;
1777;0.216610;-0.146030;0.965275;
1778;0.215545;-0.150299;0.964858;
1779;0.216520;-0.147027;0.965144;
1780;0.215663;-0.150392;0.964817;
1781;0.215309;-0.147433;0.965353;
1782;0.214658;-0.151876;0.964809;
1783;0.214100;-0.148618;0.965440;
1784;0.214536;-0.151907;0.964831;
1785;0.213507;-0.148048;0.965659;
1786;0.213900;-0.152513;0.964876;
1787;0.213492;-0.148935;0.965525;
1788;0.214007;-0.153813;0.964646;
1789;0.213744;-0.150895;0.965165;
1790;0.213783;-0.151198;0.965109;
1791;0.213809;-0.151570;0.965045;
1792;0.213795;-0.156225;0.964306;
1793;0.214496;-0.153505;0.964587;
1794;0.215109;-0.157548;0.963798;
1795;0.215555;-0.153434;0.964362;
1796;0.215931;-0.157110;0.963686;
1797;0.216866;-0.153470;0.964062;
1798;0.209872;-0.161120;0.964362;
1799;0.212816;-0.154888;0.964738;
1800;0.214813;-0.157950;0.963798;
1801;0.215458;-0.152765;0.964490;
1802;0.216808;-0.158428;0.963273;
1803;0.217224;-0.152987;0.964058;
1804;0.218320;-0.157218;0.963130;
1805;0.218433;-0.151677;0.963992;
1806;0.219833;-0.156839;0.962847;
1807;0.219726;-0.151521;0.963723;
1808;0.220156;-0.155656;0.962965;
1809;0.219795;-0.150929;0.963800;
1810;0.220250;-0.155520;0.962966;
1811;0.219507;-0.150971;0.963859;
1812;0.219695;-0.153892;0.963354;
1813;0.219030;-0.149976;0.964123;
1814;0.218351;-0.155046;0.963475;
1815;0.218455;-0.150950;0.964102;
1816;0.217949;-0.155008;0.963572;
1817;0.217619;-0.151050;0.964275;
1818;0.217286;-0.156413;0.963495;
1819;0.216955;-0.152041;0.964269;
1820;0.216268;-0.157580;0.963533;
1821;0.216420;-0.153219;0.964202;
1822;0.216397;-0.157924;0.963448;
1823;0.215341;-0.153968;0.964325;
1824;0.216537;-0.158356;0.963346;
1825;0.215836;-0.153543;0.964282;
1826;0.214421;-0.157716;0.963924;
1827;0.214044;-0.154064;0.964598;
1828;0.214442;-0.157194;0.964005;
1829;0.213265;-0.153597;0.964845;
1830;0.208355;-0.153397;0.965949;
1831;0.208352;-0.153634;0.965912;
1832;0.208344;-0.153836;0.965882;
1833;0.208322;-0.154073;0.965848;
1834;0.207992;-0.158267;0.965241;
1835;0.206132;-0.154954;0.966177;
1836;0.206118;-0.159308;0.965472;
1837;0.205650;-0.155371;0.966213;
1838;0.205563;-0.156361;0.966072;
1839;0.205737;-0.153136;0.966551;
1840;0.205781;-0.155641;0.966142;
1841;0.206475;-0.151333;0.966678;
1842;0.206147;-0.155358;0.966109;
1843;0.206783;-0.150850;0.966688;
1844;0.206568;-0.154327;0.966185;
1845;0.207370;-0.148536;0.966920;
1846;0.207639;-0.149406;0.966729;
1847;0.206607;-0.149836;0.966883;
1848;0.208181;-0.149320;0.966625;
1849;0.206156;-0.147341;0.967362;
1850;0.206020;-0.143448;0.967977;
1851;0.206084;-0.143612;0.967939;
1852;0.206610;-0.146305;0.967423;
1853;0.204547;-0.141703;0.968546;
1854;0.205130;-0.145336;0.967884;
1855;0.205261;-0.140143;0.968622;
1856;0.204859;-0.142415;0.968375;
1857;0.204213;-0.137899;0.969165;
1858;0.206013;-0.141345;0.968287;
1859;0.205688;-0.135651;0.969170;
1860;0.206308;-0.140507;0.968347;
1861;0.205332;-0.136412;0.969139;
1862;0.205988;-0.141151;0.968321;
1863;0.206830;-0.138794;0.968482;
1864;0.207366;-0.143340;0.967705;
1865;0.209447;-0.136782;0.968206;
1866;0.207897;-0.142739;0.967680;
1867;0.209547;-0.135279;0.968395;
1868;0.209624;-0.135382;0.968364;
1869;0.209692;-0.135523;0.968330;
1870;0.208495;-0.140477;0.967882;
1871;0.209883;-0.137615;0.967993;
1872;0.209066;-0.142637;0.967443;
1873;0.208919;-0.139714;0.967901;
1874;0.208554;-0.144022;0.967348;
1875;0.208745;-0.139103;0.968027;
1876;0.208005;-0.143505;0.967543;
1877;0.207938;-0.140138;0.968051;
1878;0.207888;-0.145119;0.967328;
1879;0.208235;-0.141793;0.967746;
1880;0.209561;-0.145156;0.966961;
1881;0.209669;-0.145257;0.966923;
1882;0.209780;-0.145361;0.966883;
1883;0.209893;-0.145467;0.966842;
1884;0.209932;-0.150153;0.966117;
1885;0.211844;-0.146939;0.966194;
1886;0.212286;-0.150966;0.965476;
1887;0.212581;-0.145809;0.966203;
1888;0.212696;-0.150444;0.965467;
1889;0.212670;-0.146380;0.966098;
1890;0.212620;-0.150363;0.965497;
1891;0.211558;-0.146714;0.966291;
1892;0.211967;-0.151431;0.965473;
1893;0.212021;-0.147847;0.966017;
1894;0.212315;-0.152779;0.965185;
1895;0.211318;-0.149236;0.965957;
1896;0.211787;-0.153867;0.965128;
1897;0.211917;-0.149942;0.965717;
1898;0.211353;-0.155784;0.964915;
1899;0.211141;-0.152116;0.965547;
1900;0.210528;-0.157830;0.964763;
1901;0.207937;-0.156591;0.965527;
1902;0.204012;-0.167223;0.964580;
1903;0.198779;-0.170937;0.965022;
1904;0.191887;-0.186455;0.963542;
1905;0.185607;-0.153457;0.970567;
1906;0.194694;-0.156512;0.968297;
1907;0.194186;-0.184282;0.963500;
1908;0.209811;-0.174586;0.962029;
1909;0.216819;-0.167761;0.961689;
1910;0.217042;-0.171488;0.960981;
1911;0.215282;-0.167004;0.962166;
1912;0.217246;-0.169083;0.961361;
1913;0.216247;-0.165005;0.962295;
1914;0.216650;-0.167011;0.961858;
1915;0.218303;-0.161952;0.962349;
1916;0.218578;-0.164268;0.961894;
1917;0.217684;-0.159329;0.962927;
1918;0.217882;-0.161701;0.962486;
1919;0.219689;-0.157344;0.962798;
1920;0.218993;-0.159562;0.962591;
1921;0.220255;-0.155020;0.963045;
1922;0.221041;-0.158617;0.962279;
1923;0.221782;-0.154207;0.962825;
1924;0.223348;-0.157736;0.961891;
1925;0.224230;-0.152872;0.962471;
1926;0.224742;-0.157620;0.961586;
1927;0.226130;-0.152984;0.962009;
1928;0.226674;-0.155993;0.961397;
1929;0.226656;-0.152292;0.961995;
1930;0.227393;-0.154521;0.961465;
1931;0.226969;-0.149610;0.962342;
1932;0.227265;-0.151683;0.961947;
1933;0.228759;-0.146536;0.962391;
1934;0.228436;-0.149006;0.962088;
1935;0.227959;-0.144457;0.962895;
1936;0.227547;-0.148966;0.962305;
1937;0.227637;-0.146969;0.962591;
1938;-1;-1;-1;
1939;-1;-1;-1;
1940;-1;-1;-1;
1941;-1;-1;-1;
1942;-1;-1;-1;
1943;-1;-1;-1;
1944;-1;-1;-1;
1945;-1;-1;-1;
1946;0.210543;-0.146814;0.966497;
1947;0.212455;-0.177846;0.960851;
1948;0.225059;-0.169885;0.959421;
1949;0.225117;-0.167104;0.959895;
1950;0.224863;-0.170055;0.959436;
1951;0.224385;-0.163969;0.960607;
1952;0.225257;-0.165149;0.960201;
1953;0.225485;-0.160498;0.960936;
1954;0.225035;-0.162905;0.960636;
1955;0.222923;-0.157881;0.961966;
1956;0.222558;-0.161558;0.961440;
1957;0.221241;-0.157172;0.962470;
1958;0.219759;-0.161159;0.962151;
1959;0.218106;-0.157147;0.963190;
1960;0.217124;-0.159724;0.962988;
1961;0.215947;-0.155876;0.963883;
1962;0.214099;-0.160884;0.963472;
1963;0.213240;-0.155853;0.964489;
1964;0.212727;-0.155815;0.964608;
1965;0.211282;-0.157088;0.964719;
1966;0.210819;-0.162462;0.963930;
1967;0.210606;-0.162324;0.964000;
1968;0.210218;-0.161740;0.964183;
1969;0.209289;-0.156101;0.965314;
1970;0.209328;-0.156150;0.965297;
1971;0.209171;-0.156050;0.965348;
1972;0.209307;-0.161241;0.964465;
1973;0.209296;-0.161296;0.964458;
1974;0.210097;-0.162536;0.964075;
1975;0.210289;-0.157964;0.964793;
1976;0.210294;-0.158062;0.964776;
1977;0.210283;-0.158128;0.964768;
1978;0.210996;-0.162778;0.963838;
1979;0.211005;-0.162826;0.963828;
1980;0.210393;-0.163586;0.963833;
1981;0.210094;-0.158788;0.964700;
1982;0.210102;-0.158853;0.964688;
1983;0.210453;-0.162936;0.963930;
1984;0.210075;-0.162206;0.964136;
1985;0.210060;-0.162240;0.964133;
1986;0.209443;-0.158294;0.964923;
1987;0.207858;-0.158313;0.965263;
1988;0.207856;-0.158382;0.965252;
1989;0.208420;-0.161401;0.964630;
1990;0.208864;-0.160527;0.964680;
1991;0.208866;-0.160554;0.964675;
1992;0.208185;-0.156080;0.965556;
1993;0.209687;-0.154768;0.965442;
1994;0.209704;-0.154836;0.965427;
1995;0.210147;-0.158446;0.964745;
1996;0.211061;-0.158844;0.964480;
1997;0.211084;-0.158899;0.964466;
1998;0.209738;-0.154941;0.965403;
1999;0.209939;-0.154680;0.965401;
2000;0.209942;-0.154768;0.965386;
2001;0.208316;-0.159230;0.965013;
2002;0.207224;-0.159201;0.965253;
2003;0.207236;-0.159233;0.965245;
2004;0.208489;-0.154158;0.965799;
2005;0.208946;-0.157506;0.965160;
2006;0.208502;-0.152948;0.965988;
2007;0.209617;-0.156634;0.965156;
2008;0.209971;-0.152006;0.965819;
2009;0.207002;-0.155329;0.965931;
2010;0.208157;-0.150276;0.966482;
2011;0.208043;-0.154146;0.965897;
2012;0.207471;-0.150142;0.966650;
2013;0.207054;-0.153857;0.966156;
2014;0.204802;-0.150819;0.967114;
2015;0.204782;-0.150827;0.967117;
2016;0.204751;-0.150877;0.967116;
2017;0.205614;-0.155383;0.966219;
2018;0.204760;-0.151719;0.966982;
2019;0.204397;-0.155747;0.966419;
2020;0.204115;-0.151847;0.967099;
2021;0.204749;-0.155020;0.966461;
2022;0.204559;-0.150860;0.967159;
2023;0.205069;-0.154179;0.966528;
2024;0.204284;-0.149270;0.967464;
2025;0.205549;-0.153860;0.966476;
2026;0.204395;-0.149751;0.967366;
2027;0.205372;-0.152884;0.966669;
2028;0.205329;-0.148997;0.967285;
2029;0.205296;-0.152982;0.966670;
2030;0.206322;-0.149016;0.967070;
2031;0.207037;-0.153011;0.966294;
2032;0.206597;-0.149029;0.967010;
2033;0.206608;-0.153247;0.966348;
2034;0.205865;-0.149651;0.967070;
2035;0.205399;-0.154337;0.966432;
2036;0.205311;-0.150414;0.967069;
2037;0.205068;-0.155094;0.966381;
2038;0.204411;-0.150934;0.967179;
2039;0.203002;-0.155454;0.966760;
2040;0.202767;-0.151072;0.967503;
2041;0.202854;-0.153677;0.967075;
2042;0.202027;-0.150278;0.967782;
2043;0.201126;-0.153365;0.967485;
2044;0.201648;-0.149162;0.968033;
2045;0.201903;-0.151666;0.967591;
2046;0.202230;-0.144623;0.968600;
2047;0.201070;-0.149790;0.968057;
2048;0.201250;-0.144641;0.968802;
2049;0.200259;-0.149755;0.968230;
2050;0.198886;-0.145983;0.969089;
2051;0.198870;-0.152780;0.968044;
2052;0.197338;-0.151005;0.968636;
2053;0.196989;-0.156343;0.967859;
2054;0.196983;-0.154312;0.968187;
2055;0.196523;-0.160400;0.967290;
2056;0.197453;-0.156954;0.967666;
2057;0.196996;-0.162263;0.966883;
2058;0.197707;-0.158424;0.967375;
2059;0.197712;-0.162550;0.966689;
2060;0.198416;-0.157888;0.967317;
2061;0.198124;-0.161375;0.966801;
2062;0.198770;-0.156658;0.967445;
2063;0.199541;-0.159746;0.966781;
2064;0.200802;-0.155330;0.967239;
2065;0.200847;-0.158567;0.966704;
2066;0.201375;-0.154086;0.967319;
2067;0.202690;-0.157404;0.966510;
2068;0.203232;-0.153269;0.967060;
2069;0.204579;-0.157725;0.966059;
2070;0.204042;-0.154203;0.966741;
2071;0.205266;-0.157963;0.965874;
2072;0.205599;-0.153068;0.966591;
2073;0.206984;-0.157071;0.965653;
2074;0.206044;-0.153292;0.966461;
2075;0.206083;-0.157489;0.965778;
2076;0.206524;-0.153291;0.966359;
2077;0.206287;-0.157968;0.965656;
2078;0.206631;-0.153558;0.966294;
2079;0.206643;-0.157703;0.965623;
2080;0.206506;-0.153327;0.966357;
2081;0.206286;-0.157646;0.965709;
2082;0.206518;-0.153640;0.966305;
2083;0.205783;-0.157237;0.965883;
2084;0.206067;-0.154229;0.966307;
2085;0.205406;-0.156632;0.966061;
2086;0.205362;-0.153464;0.966579;
2087;0.204311;-0.157240;0.966195;
2088;0.205219;-0.154621;0.966425;
2089;0.204152;-0.158146;0.966081;
2090;0.204648;-0.154372;0.966586;
2091;0.203458;-0.159394;0.966022;
2092;0.203489;-0.155487;0.966652;
2093;0.202944;-0.159483;0.966115;
2094;0.203001;-0.155497;0.966753;
2095;0.202559;-0.159610;0.966175;
2096;0.203284;-0.155669;0.966666;
2097;0.202876;-0.159145;0.966185;
2098;0.202929;-0.155118;0.966829;
2099;0.202188;-0.158567;0.966425;
2100;0.203295;-0.154056;0.966922;
2101;0.202381;-0.157121;0.966620;
2102;0.202634;-0.152118;0.967367;
2103;0.202139;-0.155481;0.966936;
2104;0.202209;-0.150581;0.967697;
2105;0.202156;-0.154433;0.967100;
2106;0.202956;-0.149022;0.967782;
2107;0.202721;-0.153317;0.967160;
2108;0.202880;-0.147990;0.967956;
2109;0.202768;-0.151795;0.967390;
2110;0.202853;-0.146648;0.968166;
2111;0.201947;-0.150330;0.967791;
2112;0.201920;-0.145242;0.968573;
2113;0.201484;-0.149985;0.967941;
2114;0.201434;-0.143935;0.968869;
2115;0.200076;-0.147836;0.968563;
2116;0.200422;-0.142732;0.969257;
2117;0.199580;-0.147758;0.968677;
2118;0.200013;-0.142408;0.969389;
2119;0.199951;-0.145377;0.968961;
2120;0.199919;-0.141973;0.969472;
2121;0.201519;-0.140326;0.969381;
2122;0.201561;-0.140485;0.969349;
2123;0.201581;-0.140515;0.969340;
2124;0.201611;-0.140662;0.969313;
2125;0.201903;-0.145912;0.968475;
2126;0.202783;-0.140164;0.969140;
2127;0.201516;-0.145704;0.968587;
2128;0.201749;-0.140148;0.969359;
2129;0.202191;-0.144857;0.968574;
2130;0.201092;-0.140119;0.969499;
2131;0.199967;-0.145463;0.968945;
2132;0.200349;-0.142019;0.969376;
2133;0.199608;-0.146685;0.968834;
2134;0.199201;-0.142978;0.969472;
2135;0.198646;-0.149018;0.968676;
2136;0.199440;-0.146606;0.968881;
2137;0.192346;-0.155989;0.968850;
2138;0.180254;-0.158887;0.970702;
2139;-1;-1;-1;
2140;-1;-1;-1;
2141;-1;-1;-1;
2142;-1;-1;-1;
2143;-1;-1;-1;
2144;-1;-1;-1;
2145;-1;-1;-1;
2146;0.173605;-0.171149;0.969830;
2147;0.184936;-0.181603;0.965826;
2148;0.190923;-0.172100;0.966401;
2149;0.191950;-0.175146;0.965650;
2150;0.190845;-0.169410;0.966891;
2151;0.190352;-0.172593;0.966425;
2152;0.191998;-0.168340;0.966850;
2153;0.191855;-0.170306;0.966534;
2154;0.191972;-0.165947;0.967269;
2155;0.192887;-0.168448;0.966654;
2156;0.192255;-0.164554;0.967450;
2157;0.192172;-0.166266;0.967174;
2158;0.191012;-0.161588;0.968196;
2159;0.191575;-0.163964;0.967685;
2160;0.191645;-0.159370;0.968439;
2161;0.192274;-0.163321;0.967655;
2162;0.194085;-0.159171;0.967985;
2163;0.194009;-0.162275;0.967485;
2164;0.194736;-0.158246;0.968006;
2165;0.196586;-0.162148;0.966986;
2166;0.197582;-0.158117;0.967450;
2167;0.198935;-0.161485;0.966616;
2168;0.200210;-0.156446;0.967182;
2169;0.201318;-0.160419;0.966300;
2170;0.201967;-0.156349;0.966832;
2171;0.202465;-0.160330;0.966076;
2172;0.203026;-0.155726;0.966711;
2173;0.202398;-0.159853;0.966169;
2174;0.203060;-0.156793;0.966531;
2175;0.202195;-0.160719;0.966068;
2176;0.202980;-0.157055;0.966505;
2177;0.202319;-0.160816;0.966026;
2178;0.202980;-0.158289;0.966304;
2179;0.203195;-0.162209;0.965609;
2180;0.203500;-0.158458;0.966167;
2181;0.203666;-0.163504;0.965291;
2182;0.203961;-0.159338;0.965925;
2183;0.204343;-0.161220;0.965532;
2184;0.204353;-0.161196;0.965534;
2185;0.204350;-0.161161;0.965540;
2186;0.204351;-0.161150;0.965542;
2187;0.204345;-0.164361;0.965002;
2188;0.204886;-0.160201;0.965586;
2189;0.205245;-0.164306;0.964820;
2190;0.204823;-0.160368;0.965572;
2191;0.204459;-0.164568;0.964942;
2192;0.204828;-0.161105;0.965448;
2193;0.205155;-0.165912;0.964564;
2194;0.204606;-0.161077;0.965500;
2195;0.205476;-0.165514;0.964565;
2196;0.205701;-0.161234;0.965241;
2197;0.205833;-0.165206;0.964541;
2198;0.205079;-0.161778;0.965283;
2199;0.205820;-0.165529;0.964489;
2200;0.205059;-0.162051;0.965241;
2201;0.206696;-0.165424;0.964319;
2202;0.205944;-0.161915;0.965075;
2203;0.206292;-0.165539;0.964386;
2204;0.206024;-0.160515;0.965292;
2205;0.206465;-0.162067;0.964939;
2206;0.208299;-0.152690;0.966073;
2207;0.207856;-0.154975;0.965805;
2208;0.208218;-0.151818;0.966228;
2209;0.208092;-0.154545;0.965823;
2210;0.207671;-0.151411;0.966409;
2211;0.210019;-0.153974;0.965497;
2212;0.209249;-0.151587;0.966042;
2213;0.210046;-0.154405;0.965422;
2214;0.210477;-0.150882;0.965885;
2215;0.210636;-0.153796;0.965391;
2216;0.210364;-0.150720;0.965935;
2217;0.210033;-0.154119;0.965471;
2218;0.209681;-0.150565;0.966108;
2219;0.209900;-0.153840;0.965544;
2220;0.209655;-0.150359;0.966146;
2221;0.210283;-0.153254;0.965554;
2222;0.210076;-0.149893;0.966126;
2223;0.210333;-0.152850;0.965607;
2224;0.210386;-0.149280;0.966154;
2225;0.210982;-0.152837;0.965468;
2226;0.210538;-0.149469;0.966092;
2227;0.210779;-0.152187;0.965614;
2228;0.210532;-0.149213;0.966132;
2229;0.210623;-0.152941;0.965530;
2230;0.210645;-0.148439;0.966227;
2231;0.211304;-0.152359;0.965473;
2232;0.210710;-0.148405;0.966218;
2233;0.210465;-0.152473;0.965638;
2234;0.210438;-0.148663;0.966237;
2235;0.211133;-0.152426;0.965499;
2236;0.210521;-0.149080;0.966155;
2237;0.211222;-0.152701;0.965437;
2238;0.211206;-0.148809;0.966048;
2239;0.211309;-0.152804;0.965401;
2240;0.211290;-0.148995;0.966001;
2241;0.211457;-0.152481;0.965420;
2242;0.211030;-0.149584;0.965966;
2243;0.210552;-0.154341;0.965322;
2244;0.210420;-0.150288;0.965990;
2245;0.210362;-0.153749;0.965458;
2246;0.210097;-0.150937;0.965959;
2247;0.210687;-0.153830;0.965374;
2248;0.210244;-0.150418;0.966008;
2249;0.210535;-0.153872;0.965401;
2250;0.209583;-0.150364;0.966160;
2251;0.210320;-0.153911;0.965441;
2252;0.209438;-0.151254;0.966053;
2253;0.209680;-0.155719;0.965291;
2254;0.209549;-0.152407;0.965847;
2255;0.210161;-0.155729;0.965184;
2256;0.208449;-0.152176;0.966122;
2257;0.209765;-0.156313;0.965176;
2258;0.208439;-0.152280;0.966108;
2259;0.209111;-0.155650;0.965425;
2260;0.209041;-0.152405;0.965958;
2261;0.209157;-0.155908;0.965374;
2262;0.209199;-0.152236;0.965950;
2263;0.209801;-0.155742;0.965260;
2264;0.208608;-0.152042;0.966109;
2265;0.209278;-0.155782;0.965368;
2266;0.209104;-0.151959;0.966014;
2267;0.209632;-0.155418;0.965350;
2268;0.208070;-0.152991;0.966075;
2269;0.208126;-0.152966;0.966067;
2270;0.208188;-0.152984;0.966050;
2271;0.208318;-0.157020;0.965375;
2272;0.208780;-0.153149;0.965897;
2273;0.207686;-0.157113;0.965496;
2274;0.207430;-0.153088;0.966197;
2275;0.208340;-0.156469;0.965459;
2276;0.207354;-0.154207;0.966035;
2277;0.207087;-0.157100;0.965626;
2278;0.207433;-0.154009;0.966050;
2279;0.206976;-0.157688;0.965554;
2280;0.206494;-0.153995;0.966254;
2281;0.205828;-0.157580;0.965817;
2282;0.205304;-0.154389;0.966444;
2283;0.205030;-0.157655;0.965975;
2284;0.204004;-0.154146;0.966758;
2285;0.203126;-0.159341;0.966100;
2286;0.198864;-0.159942;0.966888;
2287;0.199131;-0.164749;0.966025;
2288;0.199221;-0.160148;0.966780;
2289;0.198500;-0.164448;0.966206;
2290;0.197773;-0.160840;0.966962;
2291;0.197836;-0.164229;0.966380;
2292;0.197128;-0.160945;0.967077;
2293;0.196331;-0.164954;0.966563;
2294;0.196716;-0.161908;0.967000;
2295;0.197212;-0.164941;0.966386;
2296;0.195725;-0.161795;0.967220;
2297;0.195416;-0.164946;0.966750;
2298;0.195530;-0.161810;0.967257;
2299;0.195172;-0.165340;0.966732;
2300;0.194143;-0.162204;0.967470;
2301;0.194130;-0.165928;0.966841;
2302;0.193585;-0.162526;0.967528;
2303;0.192828;-0.165986;0.967092;
2304;0.192220;-0.161871;0.967910;
2305;0.191607;-0.165837;0.967360;
2306;0.191395;-0.161510;0.968134;
2307;0.191198;-0.165365;0.967521;
2308;0.191586;-0.161065;0.968170;
2309;0.189555;-0.158537;0.968986;
2310;0.189618;-0.158621;0.968960;
2311;0.187461;-0.161628;0.968883;
2312;0.186669;-0.156855;0.969820;
2313;0.185930;-0.161410;0.969215;
2314;0.185631;-0.157547;0.969907;
2315;0.185005;-0.161489;0.969378;
2316;0.185612;-0.158403;0.969772;
2317;0.185952;-0.162595;0.969012;
2318;0.185738;-0.159085;0.969636;
2319;0.186634;-0.163821;0.968675;
2320;0.187288;-0.159209;0.969317;
2321;0.188335;-0.163500;0.968400;
2322;0.188636;-0.159259;0.969048;
2323;0.188228;-0.163399;0.968437;
2324;0.188755;-0.158983;0.969070;
2325;0.188730;-0.162497;0.968492;
2326;0.188052;-0.158194;0.969335;
2327;0.187359;-0.157579;0.969570;
2328;0.187416;-0.157610;0.969554;
2329;0.187655;-0.162318;0.968730;
2330;0.186673;-0.158295;0.969585;
2331;0.186788;-0.162781;0.968820;
2332;0.186383;-0.159876;0.969382;
2333;0.186925;-0.163917;0.968602;
2334;0.187465;-0.160215;0.969117;
2335;0.186605;-0.165082;0.968466;
2336;0.186625;-0.160200;0.969282;
2337;0.186995;-0.164942;0.968415;
2338;0.187576;-0.160592;0.969033;
2339;0.188329;-0.165139;0.968122;
2340;0.187960;-0.160404;0.968990;
2341;0.187884;-0.164533;0.968312;
2342;0.188188;-0.160249;0.968971;
2343;0.189618;-0.158520;0.968977;
2344;0.189776;-0.158462;0.968956;
2345;0.189927;-0.158339;0.968946;
2346;0.190075;-0.158276;0.968927;
2347;0.188405;-0.162836;0.968498;
2348;0.186141;-0.158064;0.969725;
2349;0.185315;-0.162945;0.969075;
2350;0.182301;-0.159170;0.970274;
2351;0.180482;-0.163440;0.969904;
2352;0.178536;-0.159599;0.970903;
2353;0.177700;-0.163803;0.970356;
2354;0.175637;-0.159860;0.971389;
2355;0.174691;-0.163428;0.970966;
2356;0.173700;-0.159920;0.971727;
2357;0.173309;-0.163180;0.971255;
2358;0.172866;-0.159281;0.971981;
2359;0.173681;-0.162950;0.971227;
2360;0.174585;-0.159381;0.971657;
2361;0.175823;-0.163264;0.970789;
2362;0.178243;-0.159917;0.970905;
2363;0.180277;-0.164968;0.969683;
